assignment,scope,phi_start_deg,phi_width_deg,theta_deg,phi_deg,basis,feed,baseline,left_source,right_source,left_mag,right_mag,left_mag_rel_db,right_mag_rel_db,pdoa_deg,valid,pdoa_unwrapped_deg
A_H__B_V,full360,0.000000,360.000000,90.000000,75.000000,H,A,E3-E4,P3A,P4A,586.425812,999.904018,-15.831472,-11.196567,8.209360,True,8.209360
A_H__B_V,full360,0.000000,360.000000,90.000000,80.000000,H,A,E3-E4,P3A,P4A,379.470164,935.388128,-19.612181,-11.775896,20.687597,True,20.687597
A_H__B_V,full360,0.000000,360.000000,90.000000,85.000000,H,A,E3-E4,P3A,P4A,194.987840,876.939214,-25.395583,-12.336344,46.253070,True,46.253070
A_H__B_V,full360,0.000000,360.000000,90.000000,90.000000,H,A,E3-E4,P3A,P4A,130.299288,828.722845,-28.896893,-12.827547,125.704877,True,125.704877
A_H__B_V,full360,0.000000,360.000000,90.000000,95.000000,H,A,E3-E4,P3A,P4A,275.292419,793.935108,-22.399849,-13.200033,173.686358,True,173.686358
A_H__B_V,full360,0.000000,360.000000,90.000000,100.000000,H,A,E3-E4,P3A,P4A,461.885287,774.480848,-17.905051,-13.415520,-169.693254,True,190.306746
A_H__B_V,full360,0.000000,360.000000,90.000000,105.000000,H,A,E3-E4,P3A,P4A,657.311538,770.822899,-14.840308,-13.456641,-159.814325,True,200.185675
A_H__B_V,full360,0.000000,360.000000,90.000000,110.000000,H,A,E3-E4,P3A,P4A,858.246459,782.039367,-12.523493,-13.331161,-152.740496,True,207.259504
A_H__B_V,full360,0.000000,360.000000,90.000000,115.000000,H,A,E3-E4,P3A,P4A,1063.563767,806.047918,-10.660463,-13.068516,-147.586574,True,212.413426
A_H__B_V,full360,0.000000,360.000000,90.000000,120.000000,H,A,E3-E4,P3A,P4A,1271.093220,839.893675,-9.112185,-12.711247,-144.128554,True,215.871446
A_H__B_V,full360,0.000000,360.000000,90.000000,125.000000,H,A,E3-E4,P3A,P4A,1476.836421,880.037897,-7.809086,-12.305706,-142.324031,True,217.675969
A_H__B_V,full360,0.000000,360.000000,90.000000,130.000000,H,A,E3-E4,P3A,P4A,1675.037499,922.698258,-6.715243,-11.894540,-142.183459,True,217.816541
A_H__B_V,full360,0.000000,360.000000,90.000000,135.000000,H,A,E3-E4,P3A,P4A,1858.889643,964.355110,-5.810661,-11.510994,-143.719897,True,216.280103
A_H__B_V,full360,0.000000,360.000000,90.000000,140.000000,H,A,E3-E4,P3A,P4A,2021.666612,1002.445723,-5.081543,-11.174516,-146.909998,True,213.090002
A_H__B_V,full360,0.000000,360.000000,90.000000,145.000000,H,A,E3-E4,P3A,P4A,2157.932894,1036.019909,-4.514975,-10.888372,-151.651341,True,208.348659
A_H__B_V,full360,0.000000,360.000000,90.000000,150.000000,H,A,E3-E4,P3A,P4A,2264.441671,1065.889819,-4.096511,-10.641487,-157.722243,True,202.277757
A_H__B_V,full360,0.000000,360.000000,90.000000,155.000000,H,A,E3-E4,P3A,P4A,2340.440387,1093.871200,-3.809782,-10.416410,-164.765888,True,195.234112
A_H__B_V,full360,0.000000,360.000000,90.000000,160.000000,H,A,E3-E4,P3A,P4A,2387.328500,1121.263885,-3.637490,-10.201577,-172.326498,True,187.673502
A_H__B_V,full360,0.000000,360.000000,90.000000,165.000000,H,A,E3-E4,P3A,P4A,2407.855960,1147.429048,-3.563123,-10.001217,-179.942072,True,180.057928
A_H__B_V,full360,0.000000,360.000000,90.000000,170.000000,H,A,E3-E4,P3A,P4A,2405.222359,1169.422417,-3.572629,-9.836305,172.748082,True,172.748082
A_H__B_V,full360,0.000000,360.000000,90.000000,175.000000,H,A,E3-E4,P3A,P4A,2382.456335,1182.861566,-3.655235,-9.737055,165.940461,True,165.940461
A_H__B_V,full360,0.000000,360.000000,90.000000,180.000000,H,A,E3-E4,P3A,P4A,2342.267606,1183.331510,-3.803003,-9.733605,159.670859,True,159.670859
A_H__B_V,full360,0.000000,360.000000,90.000000,185.000000,H,A,E3-E4,P3A,P4A,2287.229425,1167.495249,-4.009539,-9.850631,153.858962,True,153.858962
A_H__B_V,full360,0.000000,360.000000,90.000000,190.000000,H,A,E3-E4,P3A,P4A,2219.894923,1133.534090,-4.269085,-10.107042,148.359161,True,148.359161
A_H__B_V,full360,0.000000,360.000000,90.000000,195.000000,H,A,E3-E4,P3A,P4A,2142.512856,1081.013231,-4.577265,-10.519113,143.001103,True,143.001103
A_H__B_V,full360,0.000000,360.000000,90.000000,200.000000,H,A,E3-E4,P3A,P4A,2056.382995,1010.498416,-4.933653,-11.105021,137.619991,True,137.619991
A_H__B_V,full360,0.000000,360.000000,90.000000,205.000000,H,A,E3-E4,P3A,P4A,1961.290205,923.260440,-5.344896,-11.889249,132.081344,True,132.081344
A_H__B_V,full360,0.000000,360.000000,90.000000,210.000000,H,A,E3-E4,P3A,P4A,1855.530367,821.220751,-5.826372,-12.906535,126.305020,True,126.305020
A_H__B_V,full360,0.000000,360.000000,90.000000,215.000000,H,A,E3-E4,P3A,P4A,1736.691380,707.005440,-6.401281,-14.207278,120.297036,True,120.297036
A_H__B_V,full360,0.000000,360.000000,90.000000,220.000000,H,A,E3-E4,P3A,P4A,1602.850910,583.832035,-7.097871,-15.869975,114.208599,True,114.208599
A_H__B_V,full360,0.000000,360.000000,90.000000,225.000000,H,A,E3-E4,P3A,P4A,1453.603133,455.146708,-7.946817,-18.032705,108.477966,True,108.477966
A_H__B_V,full360,0.000000,360.000000,90.000000,230.000000,H,A,E3-E4,P3A,P4A,1290.485651,324.420267,-8.980670,-20.973574,104.290192,True,104.290192
A_H__B_V,full360,0.000000,360.000000,90.000000,235.000000,H,A,E3-E4,P3A,P4A,1116.770854,196.732805,-10.236452,-25.318198,105.783806,True,105.783806
A_H__B_V,full360,0.000000,360.000000,90.000000,240.000000,H,A,E3-E4,P3A,P4A,936.959804,96.108951,-11.761314,-31.540457,135.473974,True,135.473974
A_H__B_V,full360,0.000000,360.000000,90.000000,245.000000,H,A,E3-E4,P3A,P4A,756.602197,132.433648,-13.618382,-28.755767,-163.731388,True,196.268612
A_H__B_V,full360,0.000000,360.000000,90.000000,250.000000,H,A,E3-E4,P3A,P4A,583.556313,251.800542,-15.874078,-23.174600,-156.454351,True,203.545649
A_H__B_V,full360,0.000000,360.000000,90.000000,255.000000,H,A,E3-E4,P3A,P4A,433.504525,381.335973,-18.455861,-19.569578,-169.304624,True,190.695376
A_H__B_V,full360,0.000000,360.000000,90.000000,260.000000,H,A,E3-E4,P3A,P4A,344.549125,510.701030,-20.450711,-17.032399,162.937427,True,162.937427
A_H__B_V,full360,0.000000,360.000000,90.000000,265.000000,H,A,E3-E4,P3A,P4A,370.909526,637.095136,-19.810374,-15.111648,128.718956,True,128.718956
A_H__B_V,full360,0.000000,360.000000,90.000000,270.000000,H,A,E3-E4,P3A,P4A,501.248019,759.533228,-17.194680,-13.584798,105.823264,True,105.823264
A_H__B_V,full360,0.000000,360.000000,90.000000,275.000000,H,A,E3-E4,P3A,P4A,684.893756,878.141862,-14.483269,-12.324440,94.323939,True,94.323939
A_H__B_V,full360,0.000000,360.000000,90.000000,280.000000,H,A,E3-E4,P3A,P4A,895.844272,993.985802,-12.151083,-11.248130,89.227939,True,89.227939
A_H__B_V,full360,0.000000,360.000000,90.000000,285.000000,H,A,E3-E4,P3A,P4A,1124.222455,1108.888259,-10.178688,-10.297978,87.882644,True,87.882644
A_H__B_V,full360,0.000000,360.000000,90.000000,290.000000,H,A,E3-E4,P3A,P4A,1365.267322,1225.103349,-8.491380,-9.432279,89.033173,True,89.033173
A_H__B_V,full360,0.000000,360.000000,90.000000,295.000000,H,A,E3-E4,P3A,P4A,1615.330941,1344.764849,-7.030503,-8.622807,91.991346,True,91.991346
A_H__B_V,full360,0.000000,360.000000,90.000000,300.000000,H,A,E3-E4,P3A,P4A,1870.430638,1469.122605,-5.756901,-7.854573,96.299703,True,96.299703
A_H__B_V,full360,0.000000,360.000000,90.000000,305.000000,H,A,E3-E4,P3A,P4A,2125.680328,1597.732921,-4.645774,-7.125650,101.613013,True,101.613013
A_H__B_V,full360,0.000000,360.000000,90.000000,310.000000,H,A,E3-E4,P3A,P4A,2375.141606,1727.908783,-3.681943,-6.445317,107.667919,True,107.667919
A_H__B_V,full360,0.000000,360.000000,90.000000,315.000000,H,A,E3-E4,P3A,P4A,2611.996161,1854.727832,-2.856283,-5.830130,114.282136,True,114.282136
A_H__B_V,full360,0.000000,360.000000,90.000000,320.000000,H,A,E3-E4,P3A,P4A,2829.025851,1971.691535,-2.162995,-5.298954,121.353914,True,121.353914
A_H__B_V,full360,0.000000,360.000000,90.000000,325.000000,H,A,E3-E4,P3A,P4A,3019.361517,2071.831689,-1.597431,-4.868644,128.850363,True,128.850363
A_H__B_V,full360,0.000000,360.000000,90.000000,330.000000,H,A,E3-E4,P3A,P4A,3177.385662,2148.853124,-1.154335,-4.551599,136.785404,True,136.785404
A_H__B_V,full360,0.000000,360.000000,90.000000,335.000000,H,A,E3-E4,P3A,P4A,3299.583844,2197.919278,-0.826550,-4.355499,145.194301,True,145.194301
A_H__B_V,full360,0.000000,360.000000,90.000000,340.000000,H,A,E3-E4,P3A,P4A,3385.074342,2215.936211,-0.604369,-4.284588,154.113056,True,154.113056
A_H__B_V,full360,0.000000,360.000000,90.000000,345.000000,H,A,E3-E4,P3A,P4A,3435.560072,2201.526684,-0.475783,-4.341254,163.568860,True,163.568860
A_H__B_V,full360,0.000000,360.000000,90.000000,350.000000,H,A,E3-E4,P3A,P4A,3454.593422,2155.072522,-0.427795,-4.526496,173.583322,True,173.583322
A_H__B_V,full360,0.000000,360.000000,90.000000,355.000000,H,A,E3-E4,P3A,P4A,3446.313752,2079.073876,-0.448637,-4.838335,-175.815349,True,184.184651
A_H__B_V,full360,0.000000,360.000000,90.000000,0.000000,V,B,E3-E4,P3B,P4B,1897.463740,3001.301347,-5.632264,-1.649541,165.290554,True,165.290554
A_H__B_V,full360,0.000000,360.000000,90.000000,5.000000,V,B,E3-E4,P3B,P4B,1811.163918,3000.040657,-6.036578,-1.653191,178.348558,True,178.348558
A_H__B_V,full360,0.000000,360.000000,90.000000,10.000000,V,B,E3-E4,P3B,P4B,1731.585367,2989.067883,-6.426855,-1.685018,-169.320469,True,190.679531
A_H__B_V,full360,0.000000,360.000000,90.000000,15.000000,V,B,E3-E4,P3B,P4B,1658.883523,2963.204472,-6.799416,-1.760501,-157.725467,True,202.274533
A_H__B_V,full360,0.000000,360.000000,90.000000,20.000000,V,B,E3-E4,P3B,P4B,1591.056495,2918.905769,-7.162022,-1.891332,-146.825796,True,213.174204
A_H__B_V,full360,0.000000,360.000000,90.000000,25.000000,V,B,E3-E4,P3B,P4B,1524.494883,2854.276756,-7.533214,-2.085812,-136.602332,True,223.397668
A_H__B_V,full360,0.000000,360.000000,90.000000,30.000000,V,B,E3-E4,P3B,P4B,1455.202947,2769.031124,-7.937262,-2.349177,-127.081695,True,232.918305
A_H__B_V,full360,0.000000,360.000000,90.000000,35.000000,V,B,E3-E4,P3B,P4B,1380.175953,2664.791905,-8.397044,-2.682468,-118.316519,True,241.683481
A_H__B_V,full360,0.000000,360.000000,90.000000,40.000000,V,B,E3-E4,P3B,P4B,1298.412370,2545.229952,-8.927481,-3.081193,-110.345564,True,249.654436
A_H__B_V,full360,0.000000,360.000000,90.000000,45.000000,V,B,E3-E4,P3B,P4B,1211.288014,2415.523834,-9.530785,-3.535507,-103.155281,True,256.844719
A_H__B_V,full360,0.000000,360.000000,90.000000,50.000000,V,B,E3-E4,P3B,P4B,1122.303020,2281.265726,-10.193531,-4.032216,-96.655523,True,263.344477
A_H__B_V,full360,0.000000,360.000000,90.000000,55.000000,V,B,E3-E4,P3B,P4B,1036.416444,2147.386616,-10.885048,-4.557529,-90.679874,True,269.320126
A_H__B_V,full360,0.000000,360.000000,90.000000,60.000000,V,B,E3-E4,P3B,P4B,959.239423,2017.552597,-11.557193,-5.099236,-85.023066,True,274.976934
A_H__B_V,full360,0.000000,360.000000,90.000000,65.000000,V,B,E3-E4,P3B,P4B,896.244112,1894.079677,-12.147207,-5.647769,-79.521406,True,280.478594
A_H__B_V,full360,0.000000,360.000000,90.000000,70.000000,V,B,E3-E4,P3B,P4B,851.978408,1778.147828,-12.587162,-6.196376,-74.156084,True,285.843916
A_H__B_V,full360,0.000000,360.000000,90.000000,75.000000,V,B,E3-E4,P3B,P4B,829.277829,1670.090772,-12.821732,-6.740932,-69.120525,True,290.879475
A_H__B_V,full360,0.000000,360.000000,90.000000,80.000000,V,B,E3-E4,P3B,P4B,828.703088,1569.666734,-12.827754,-7.279584,-64.785876,True,295.214124
A_H__B_V,full360,0.000000,360.000000,90.000000,85.000000,V,B,E3-E4,P3B,P4B,848.578446,1476.333391,-12.621894,-7.812045,-61.569837,True,298.430163
A_H__B_V,full360,0.000000,360.000000,90.000000,90.000000,V,B,E3-E4,P3B,P4B,885.695536,1389.603760,-12.250044,-8.337914,-59.805599,True,300.194401
A_H__B_V,full360,0.000000,360.000000,90.000000,95.000000,V,B,E3-E4,P3B,P4B,936.263667,1309.547626,-11.767770,-8.853308,-59.696374,True,300.303626
A_H__B_V,full360,0.000000,360.000000,90.000000,100.000000,V,B,E3-E4,P3B,P4B,996.617768,1237.431945,-11.225161,-9.345307,-61.345324,True,298.654676
A_H__B_V,full360,0.000000,360.000000,90.000000,105.000000,V,B,E3-E4,P3B,P4B,1063.510498,1176.371240,-10.660898,-9.784846,-64.794050,True,295.205950
A_H__B_V,full360,0.000000,360.000000,90.000000,110.000000,V,B,E3-E4,P3B,P4B,1134.088690,1131.700369,-10.102793,-10.121104,-70.015933,True,289.984067
A_H__B_V,full360,0.000000,360.000000,90.000000,115.000000,V,B,E3-E4,P3B,P4B,1205.730177,1110.641703,-9.570731,-10.284254,-76.853244,True,283.146756
A_H__B_V,full360,0.000000,360.000000,90.000000,120.000000,V,B,E3-E4,P3B,P4B,1275.896754,1120.900143,-9.079423,-10.204395,-84.946693,True,275.053307
A_H__B_V,full360,0.000000,360.000000,90.000000,125.000000,V,B,E3-E4,P3B,P4B,1342.123149,1168.374576,-8.639886,-9.844092,-93.759260,True,266.240740
A_H__B_V,full360,0.000000,360.000000,90.000000,130.000000,V,B,E3-E4,P3B,P4B,1402.197115,1255.058257,-8.259552,-9.222456,-102.742940,True,257.257060
A_H__B_V,full360,0.000000,360.000000,90.000000,135.000000,V,B,E3-E4,P3B,P4B,1454.462849,1378.334549,-7.941681,-8.408641,-111.528872,True,248.471128
A_H__B_V,full360,0.000000,360.000000,90.000000,140.000000,V,B,E3-E4,P3B,P4B,1498.039346,1531.772093,-7.685269,-7.491850,-119.974784,True,240.025216
A_H__B_V,full360,0.000000,360.000000,90.000000,145.000000,V,B,E3-E4,P3B,P4B,1532.708354,1706.532110,-7.486543,-6.553444,-128.066901,True,231.933099
A_H__B_V,full360,0.000000,360.000000,90.000000,150.000000,V,B,E3-E4,P3B,P4B,1558.396358,1892.573109,-7.342175,-5.654680,-135.798689,True,224.201311
A_H__B_V,full360,0.000000,360.000000,90.000000,155.000000,V,B,E3-E4,P3B,P4B,1574.489013,2079.368531,-7.252941,-4.837104,-143.116414,True,216.883586
A_H__B_V,full360,0.000000,360.000000,90.000000,160.000000,V,B,E3-E4,P3B,P4B,1579.422817,2256.325873,-7.225765,-4.127697,-149.940310,True,210.059690
A_H__B_V,full360,0.000000,360.000000,90.000000,165.000000,V,B,E3-E4,P3B,P4B,1570.877353,2413.464152,-7.272888,-3.542916,-156.223173,True,203.776827
A_H__B_V,full360,0.000000,360.000000,90.000000,170.000000,V,B,E3-E4,P3B,P4B,1546.518523,2542.904016,-7.408631,-3.089134,-162.000458,True,197.999542
A_H__B_V,full360,0.000000,360.000000,90.000000,175.000000,V,B,E3-E4,P3B,P4B,1504.922028,2641.064234,-7.645454,-2.760154,-167.402274,True,192.597726
A_H__B_V,full360,0.000000,360.000000,90.000000,180.000000,V,B,E3-E4,P3B,P4B,1446.235028,2710.441996,-7.990956,-2.534931,-172.622161,True,187.377839
A_H__B_V,full360,0.000000,360.000000,90.000000,185.000000,V,B,E3-E4,P3B,P4B,1372.282407,2759.346287,-8.446864,-2.379609,-177.859761,True,182.140239
A_H__B_V,full360,0.000000,360.000000,90.000000,190.000000,V,B,E3-E4,P3B,P4B,1286.090340,2798.711985,-9.010304,-2.256569,176.728263,True,176.728263
A_H__B_V,full360,0.000000,360.000000,90.000000,195.000000,V,B,E3-E4,P3B,P4B,1191.090680,2837.063582,-9.676837,-2.138352,171.029306,True,171.029306
A_H__B_V,full360,0.000000,360.000000,90.000000,200.000000,V,B,E3-E4,P3B,P4B,1090.448069,2876.469517,-10.443634,-2.018538,164.912400,True,164.912400
A_H__B_V,full360,0.000000,360.000000,90.000000,205.000000,V,B,E3-E4,P3B,P4B,986.896037,2912.031458,-11.310305,-1.911812,158.135027,True,158.135027
A_H__B_V,full360,0.000000,360.000000,90.000000,210.000000,V,B,E3-E4,P3B,P4B,883.233110,2934.934428,-12.274227,-1.843765,150.273006,True,150.273006
A_H__B_V,full360,0.000000,360.000000,90.000000,215.000000,V,B,E3-E4,P3B,P4B,783.420370,2936.759220,-13.315836,-1.838367,140.700964,True,140.700964
A_H__B_V,full360,0.000000,360.000000,90.000000,220.000000,V,B,E3-E4,P3B,P4B,694.110406,2912.638386,-14.367162,-1.910002,128.649926,True,128.649926
A_H__B_V,full360,0.000000,360.000000,90.000000,225.000000,V,B,E3-E4,P3B,P4B,626.048633,2862.285051,-15.263572,-2.061476,113.483517,True,113.483517
A_H__B_V,full360,0.000000,360.000000,90.000000,230.000000,V,B,E3-E4,P3B,P4B,593.343901,2789.291246,-15.729604,-2.285856,95.442095,True,95.442095
A_H__B_V,full360,0.000000,360.000000,90.000000,235.000000,V,B,E3-E4,P3B,P4B,607.479563,2699.639436,-15.525100,-2.569618,76.429127,True,76.429127
A_H__B_V,full360,0.000000,360.000000,90.000000,240.000000,V,B,E3-E4,P3B,P4B,669.127681,2600.239556,-14.685554,-2.895466,59.185373,True,59.185373
A_H__B_V,full360,0.000000,360.000000,90.000000,245.000000,V,B,E3-E4,P3B,P4B,768.509912,2497.885222,-13.482744,-3.244284,45.306684,True,45.306684
A_H__B_V,full360,0.000000,360.000000,90.000000,250.000000,V,B,E3-E4,P3B,P4B,893.321119,2398.647966,-12.175582,-3.596403,34.869188,True,34.869188
A_H__B_V,full360,0.000000,360.000000,90.000000,255.000000,V,B,E3-E4,P3B,P4B,1033.945233,2307.562375,-10.905783,-3.932665,27.320157,True,27.320157
A_H__B_V,full360,0.000000,360.000000,90.000000,260.000000,V,B,E3-E4,P3B,P4B,1184.105933,2228.476495,-9.727922,-4.235572,22.093667,True,22.093667
A_H__B_V,full360,0.000000,360.000000,90.000000,265.000000,V,B,E3-E4,P3B,P4B,1339.794589,2164.029510,-8.654969,-4.490470,18.777618,True,18.777618
A_H__B_V,full360,0.000000,360.000000,90.000000,270.000000,V,B,E3-E4,P3B,P4B,1498.061250,2115.774137,-7.685142,-4.686347,17.104878,True,17.104878
A_H__B_V,full360,0.000000,360.000000,90.000000,275.000000,V,B,E3-E4,P3B,P4B,1656.065940,2084.460851,-6.814181,-4.815859,16.910710,True,16.910710
A_H__B_V,full360,0.000000,360.000000,90.000000,280.000000,V,B,E3-E4,P3B,P4B,1810.465236,2070.465888,-6.039930,-4.874372,18.094610,True,18.094610
A_H__B_V,full360,0.000000,360.000000,90.000000,285.000000,V,B,E3-E4,P3B,P4B,1957.175483,2074.291300,-5.363138,-4.858339,20.590051,True,20.590051
A_H__B_V,full360,0.000000,360.000000,90.000000,290.000000,V,B,E3-E4,P3B,P4B,2091.537761,2096.989017,-4.786419,-4.763810,24.338025,True,24.338025
A_H__B_V,full360,0.000000,360.000000,90.000000,295.000000,V,B,E3-E4,P3B,P4B,2208.840335,2140.264741,-4.312447,-4.586384,29.262155,True,29.262155
A_H__B_V,full360,0.000000,360.000000,90.000000,300.000000,V,B,E3-E4,P3B,P4B,2305.038633,2205.963912,-3.942169,-4.323765,35.249908,True,35.249908
A_H__B_V,full360,0.000000,360.000000,90.000000,305.000000,V,B,E3-E4,P3B,P4B,2377.407983,2294.775815,-3.673659,-3.980928,42.151908,True,42.151908
A_H__B_V,full360,0.000000,360.000000,90.000000,310.000000,V,B,E3-E4,P3B,P4B,2424.855029,2404.432339,-3.502018,-3.575482,49.810143,True,49.810143
A_H__B_V,full360,0.000000,360.000000,90.000000,315.000000,V,B,E3-E4,P3B,P4B,2447.756735,2528.267712,-3.420368,-3.139272,58.109017,True,58.109017
A_H__B_V,full360,0.000000,360.000000,90.000000,320.000000,V,B,E3-E4,P3B,P4B,2447.450620,2655.244254,-3.421455,-2.713644,67.021523,True,67.021523
A_H__B_V,full360,0.000000,360.000000,90.000000,325.000000,V,B,E3-E4,P3B,P4B,2425.709037,2772.039583,-3.498959,-2.339745,76.619499,True,76.619499
A_H__B_V,full360,0.000000,360.000000,90.000000,330.000000,V,B,E3-E4,P3B,P4B,2384.515612,2866.736156,-3.647730,-2.047979,87.037203,True,87.037203
A_H__B_V,full360,0.000000,360.000000,90.000000,335.000000,V,B,E3-E4,P3B,P4B,2326.199277,2932.674040,-3.862795,-1.850458,98.400700,True,98.400700
A_H__B_V,full360,0.000000,360.000000,90.000000,340.000000,V,B,E3-E4,P3B,P4B,2253.681066,2970.632770,-4.137884,-1.738754,110.746146,True,110.746146
A_H__B_V,full360,0.000000,360.000000,90.000000,345.000000,V,B,E3-E4,P3B,P4B,2170.528821,2987.964386,-4.464422,-1.688225,123.953436,True,123.953436
A_H__B_V,full360,0.000000,360.000000,90.000000,350.000000,V,B,E3-E4,P3B,P4B,2080.741005,2994.687691,-4.831373,-1.668703,137.726536,True,137.726536
A_H__B_V,full360,0.000000,360.000000,90.000000,355.000000,V,B,E3-E4,P3B,P4B,1988.420438,2998.448910,-5.225569,-1.657800,151.646886,True,151.646886
A_H__B_V,full360,0.000000,360.000000,90.000000,0.000000,H,A,E4-E1,P4A,P1A,1978.696161,2923.610961,-5.268151,-1.877342,-16.921727,True,-16.921727
A_H__B_V,full360,0.000000,360.000000,90.000000,5.000000,H,A,E4-E1,P4A,P1A,1862.029433,2894.665335,-5.796003,-1.963766,-29.209575,True,-29.209575
A_H__B_V,full360,0.000000,360.000000,90.000000,10.000000,H,A,E4-E1,P4A,P1A,1739.537904,2837.255481,-6.387056,-2.137765,-41.923672,True,-41.923672
A_H__B_V,full360,0.000000,360.000000,90.000000,15.000000,H,A,E4-E1,P4A,P1A,1622.487076,2750.248557,-6.992109,-2.408295,-55.162755,True,-55.162755
A_H__B_V,full360,0.000000,360.000000,90.000000,20.000000,H,A,E4-E1,P4A,P1A,1520.653167,2633.438814,-7.555130,-2.785269,-68.894662,True,-68.894662
A_H__B_V,full360,0.000000,360.000000,90.000000,25.000000,H,A,E4-E1,P4A,P1A,1440.092292,2487.621658,-8.027927,-3.280047,-82.896076,True,-82.896076
A_H__B_V,full360,0.000000,360.000000,90.000000,30.000000,H,A,E4-E1,P4A,P1A,1381.885529,2314.911065,-8.386292,-3.905047,-96.774018,True,-96.774018
A_H__B_V,full360,0.000000,360.000000,90.000000,35.000000,H,A,E4-E1,P4A,P1A,1342.383689,2119.164786,-8.638200,-4.672439,-110.069209,True,-110.069209
A_H__B_V,full360,0.000000,360.000000,90.000000,40.000000,H,A,E4-E1,P4A,P1A,1314.742702,1906.131800,-8.818918,-5.592675,-122.383862,True,-122.383862
A_H__B_V,full360,0.000000,360.000000,90.000000,45.000000,H,A,E4-E1,P4A,P1A,1291.021424,1683.019456,-8.977065,-6.673951,-133.469033,True,-133.469033
A_H__B_V,full360,0.000000,360.000000,90.000000,50.000000,H,A,E4-E1,P4A,P1A,1264.111736,1457.492326,-9.160024,-7.923608,-143.250300,True,-143.250300
A_H__B_V,full360,0.000000,360.000000,90.000000,55.000000,H,A,E4-E1,P4A,P1A,1229.064155,1236.418820,-9.404242,-9.352421,-151.811320,True,-151.811320
A_H__B_V,full360,0.000000,360.000000,90.000000,60.000000,H,A,E4-E1,P4A,P1A,1183.670155,1024.801449,-9.731120,-10.982939,-159.364787,True,-159.364787
A_H__B_V,full360,0.000000,360.000000,90.000000,65.000000,H,A,E4-E1,P4A,P1A,1128.383203,825.231457,-10.146601,-12.864218,-166.234050,True,-166.234050
A_H__B_V,full360,0.000000,360.000000,90.000000,70.000000,H,A,E4-E1,P4A,P1A,1065.793872,637.982953,-10.642269,-15.099552,-172.871442,True,-172.871442
A_H__B_V,full360,0.000000,360.000000,90.000000,75.000000,H,A,E4-E1,P4A,P1A,999.904018,461.653858,-11.196567,-17.909404,-179.993769,True,-179.993769
A_H__B_V,full360,0.000000,360.000000,90.000000,80.000000,H,A,E4-E1,P4A,P1A,935.388128,294.318014,-11.775896,-21.819397,170.733784,True,-189.266216
A_H__B_V,full360,0.000000,360.000000,90.000000,85.000000,H,A,E4-E1,P4A,P1A,876.939214,137.366868,-12.336344,-28.438094,151.243874,True,-208.756126
A_H__B_V,full360,0.000000,360.000000,90.000000,90.000000,H,A,E4-E1,P4A,P1A,828.722845,73.956886,-12.827547,-33.816161,49.614533,True,-310.385467
A_H__B_V,full360,0.000000,360.000000,90.000000,95.000000,H,A,E4-E1,P4A,P1A,793.935108,214.027195,-13.200033,-24.586354,4.676704,True,-355.323296
A_H__B_V,full360,0.000000,360.000000,90.000000,100.000000,H,A,E4-E1,P4A,P1A,774.480848,377.282692,-13.415520,-19.662396,-7.660881,True,-367.660881
A_H__B_V,full360,0.000000,360.000000,90.000000,105.000000,H,A,E4-E1,P4A,P1A,770.822899,547.503978,-13.456641,-16.427988,-15.265242,True,-375.265242
A_H__B_V,full360,0.000000,360.000000,90.000000,110.000000,H,A,E4-E1,P4A,P1A,782.039367,723.710175,-13.331161,-14.004440,-20.914287,True,-380.914287
A_H__B_V,full360,0.000000,360.000000,90.000000,115.000000,H,A,E4-E1,P4A,P1A,806.047918,905.019030,-13.068516,-12.062579,-25.134118,True,-385.134118
A_H__B_V,full360,0.000000,360.000000,90.000000,120.000000,H,A,E4-E1,P4A,P1A,839.893675,1089.276318,-12.711247,-10.452972,-28.012424,True,-388.012424
A_H__B_V,full360,0.000000,360.000000,90.000000,125.000000,H,A,E4-E1,P4A,P1A,880.037897,1272.633784,-12.305706,-9.101665,-29.522711,True,-389.522711
A_H__B_V,full360,0.000000,360.000000,90.000000,130.000000,H,A,E4-E1,P4A,P1A,922.698258,1449.564473,-11.894540,-7.970983,-29.604371,True,-389.604371
A_H__B_V,full360,0.000000,360.000000,90.000000,135.000000,H,A,E4-E1,P4A,P1A,964.355110,1613.328107,-11.510994,-7.041280,-28.196614,True,-388.196614
A_H__B_V,full360,0.000000,360.000000,90.000000,140.000000,H,A,E4-E1,P4A,P1A,1002.445723,1756.843799,-11.174516,-6.301071,-25.273641,True,-385.273641
A_H__B_V,full360,0.000000,360.000000,90.000000,145.000000,H,A,E4-E1,P4A,P1A,1036.019909,1873.788460,-10.888372,-5.741322,-20.889359,True,-380.889359
A_H__B_V,full360,0.000000,360.000000,90.000000,150.000000,H,A,E4-E1,P4A,P1A,1065.889819,1959.629305,-10.641487,-5.352255,-15.222698,True,-375.222698
A_H__B_V,full360,0.000000,360.000000,90.000000,155.000000,H,A,E4-E1,P4A,P1A,1093.871200,2012.283528,-10.416410,-5.121950,-8.599541,True,-368.599541
A_H__B_V,full360,0.000000,360.000000,90.000000,160.000000,H,A,E4-E1,P4A,P1A,1121.263885,2032.205298,-10.201577,-5.036382,-1.460727,True,-361.460727
A_H__B_V,full360,0.000000,360.000000,90.000000,165.000000,H,A,E4-E1,P4A,P1A,1147.429048,2021.911340,-10.001217,-5.080491,5.731194,True,-354.268806
