theta_deg,phi_deg,element,source_a,source_b,a_h_mag,a_v_mag,b_h_mag,b_v_mag,a_h_phase_deg,a_v_phase_deg,b_h_phase_deg,b_v_phase_deg,xpd_a_as_h_db,xpd_a_as_v_db,xpd_b_as_h_db,xpd_b_as_v_db,ab_pol_corr_mag,ab_pol_orthogonality_db,response_condition_db
50.000000,85.000000,E4,P4A,P4B,1021.684169,544.191894,649.842537,661.795838,167.127822,28.425647,-161.619591,-114.960427,5.471292,-5.471292,-0.158318,0.158318,0.286137,10.868518,3.216697
50.000000,90.000000,E1,P1A,P1B,174.829687,1836.440046,467.167573,1741.946007,122.289966,-72.300940,84.043709,-70.401676,-20.427232,20.427232,-11.431240,11.431240,0.980414,0.171807,20.050433
50.000000,90.000000,E2,P2A,P2B,825.768661,1600.505392,210.308519,1596.410417,-84.991468,-45.831205,-49.610485,-50.745225,-5.747975,5.747975,-17.605754,17.605754,0.927561,0.653149,14.308915
50.000000,90.000000,E3,P3A,P3B,545.276004,572.379792,995.505455,514.791521,45.098948,-129.113734,3.337441,73.668991,-0.421358,0.421358,5.728245,-5.728245,0.557520,5.074793,6.342952
50.000000,90.000000,E4,P4A,P4B,917.783030,458.083359,638.797034,639.133669,172.171200,29.880275,-145.518031,-115.324713,6.035910,-6.035910,-0.004576,0.004576,0.322021,9.842308,3.109367
50.000000,95.000000,E1,P1A,P1B,207.668747,1819.508733,444.211827,1686.368589,86.849404,-74.869406,91.161970,-72.637359,-18.851660,18.851660,-11.587248,11.587248,0.989643,0.090429,22.845879
50.000000,95.000000,E2,P2A,P2B,739.002869,1504.990583,205.429282,1579.555887,-80.446335,-45.222221,-77.039360,-52.841734,-6.177753,6.177753,-17.717453,17.717453,0.945985,0.482319,15.578269
50.000000,95.000000,E3,P3A,P3B,581.665425,538.118352,876.280553,464.793755,65.414577,-129.081128,8.696120,77.747292,0.675909,-0.675909,5.507658,-5.507658,0.689489,3.229458,7.667630
50.000000,95.000000,E4,P4A,P4B,824.065895,386.790036,678.650845,623.704062,178.910182,33.232156,-129.972496,-113.545380,6.569733,-6.569733,0.733356,-0.733356,0.402723,7.899863,3.709635
50.000000,100.000000,E1,P1A,P1B,293.053959,1819.414113,432.695575,1648.039466,64.207138,-77.778631,97.707597,-75.330213,-15.859679,15.859679,-11.615703,11.615703,0.989726,0.089701,22.897462
50.000000,100.000000,E2,P2A,P2B,655.489365,1433.885666,246.748741,1583.575667,-74.903241,-45.072220,-102.333882,-55.746454,-6.798977,6.798977,-16.147677,16.147677,0.960101,0.353663,16.914360
50.000000,100.000000,E3,P3A,P3B,682.143024,506.611604,760.641143,432.957219,81.569712,-126.386505,16.145101,82.752838,2.584006,-2.584006,4.894697,-4.894697,0.778803,2.171452,9.058366
50.000000,100.000000,E4,P4A,P4B,741.739776,332.620021,756.513006,618.761270,-172.453465,38.958389,-116.583769,-109.670472,6.966064,-6.966064,1.745866,-1.745866,0.482669,6.327006,4.868470
50.000000,105.000000,E1,P1A,P1B,405.973070,1834.348691,432.545021,1626.966432,50.975184,-81.033225,103.380085,-78.526750,-13.099693,13.099693,-11.506945,11.506945,0.980279,0.173003,20.071294
50.000000,105.000000,E2,P2A,P2B,581.413502,1386.323703,321.728561,1606.279267,-67.655837,-45.652120,-119.747308,-59.459990,-7.547591,7.547591,-13.966629,13.966629,0.964993,0.309516,17.525251
50.000000,105.000000,E3,P3A,P3B,821.334427,484.162095,651.450037,420.706247,93.037727,-120.600515,26.614999,88.190813,4.590585,-4.590585,3.798043,-3.798043,0.797395,1.966532,9.709315
50.000000,105.000000,E4,P4A,P4B,671.878185,299.093173,858.299286,629.269628,-161.648074,47.100067,-105.419829,-103.955663,7.029681,-7.029681,2.696040,-2.696040,0.534548,5.440274,6.191105
50.000000,110.000000,E1,P1A,P1B,534.503773,1862.262223,443.868936,1622.862812,42.177540,-84.682022,107.834742,-82.318558,-10.841801,10.841801,-11.260541,11.260541,0.962048,0.336063,17.224336
50.000000,110.000000,E2,P2A,P2B,526.904267,1359.070760,414.367820,1644.729281,-58.255559,-47.307170,-131.302865,-63.990934,-8.230207,8.230207,-11.974168,11.974168,0.955877,0.391959,16.570647
50.000000,110.000000,E3,P3A,P3B,979.799577,480.514087,557.825653,428.176519,101.176538,-111.817920,41.617041,93.282449,6.188622,-6.188622,2.297513,-2.297513,0.737287,2.647269,9.268602
50.000000,110.000000,E4,P4A,P4B,616.784817,289.382655,974.190392,660.836672,-148.304092,56.492988,-95.885043,-96.986302,6.573224,-6.573224,3.370994,-3.370994,0.544751,5.276035,7.307529
50.000000,115.000000,E1,P1A,P1B,672.806442,1900.384367,466.525519,1634.798562,35.408806,-88.821508,110.751272,-86.832647,-9.019026,9.019026,-10.891777,10.891777,0.936831,0.566773,14.999770
50.000000,115.000000,E2,P2A,P2B,503.122034,1346.549557,514.570268,1694.974015,-47.356414,-50.386283,-139.669639,-69.363968,-8.550980,8.550980,-10.354367,10.354367,0.930621,0.624547,14.646444
50.000000,115.000000,E3,P3A,P3B,1144.863870,506.084063,500.619839,453.453617,107.240981,-101.254881,62.535796,97.331186,7.090624,-7.090624,0.859504,-0.859504,0.606465,4.343879,8.395822
50.000000,115.000000,E4,P4A,P4B,582.175057,303.176136,1098.771144,717.637075,-132.092357,64.877394,-87.394059,-89.622512,5.667172,-5.667172,3.700048,-3.700048,0.510857,5.834021,7.990004
50.000000,120.000000,E1,P1A,P1B,816.125372,1944.772490,499.766096,1660.997005,29.539813,-93.580432,111.935347,-92.199498,-7.542238,7.542238,-10.432041,10.432041,0.907116,0.846741,13.305840
50.000000,120.000000,E2,P2A,P2B,514.815931,1341.964067,615.859564,1752.076309,-37.122477,-55.165619,-146.419539,-75.615851,-8.321778,8.321778,-9.081427,9.081427,0.891162,1.000871,12.714771
50.000000,120.000000,E3,P3A,P3B,1307.350197,566.103935,509.556140,492.763709,112.053208,-90.947093,87.529290,100.069174,7.269915,-7.269915,0.291066,-0.291066,0.463586,6.677390,7.661606
50.000000,120.000000,E4,P4A,P4B,578.590138,335.551386,1229.098679,800.242084,-113.265084,70.488128,-79.560212,-82.699477,4.732240,-4.732240,3.727307,-3.727307,0.454375,6.851714,8.255780
50.000000,125.000000,E1,P1A,P1B,959.083293,1990.259443,542.013051,1698.980182,23.992198,-99.083957,111.389951,-98.501062,-6.341067,6.341067,-9.923571,9.923571,0.875541,1.154472,12.006060
50.000000,125.000000,E2,P2A,P2B,554.992666,1339.430166,713.270342,1810.622955,-29.818376,-61.795027,-152.419064,-82.776789,-7.652657,7.652657,-8.091477,8.091477,0.842571,1.487872,11.119956
50.000000,125.000000,E3,P3A,P3B,1459.495869,657.030242,597.919175,541.310266,116.134554,-82.404120,110.527114,101.664667,6.932350,-6.932350,0.863924,-0.863924,0.407048,7.807082,7.185445
50.000000,125.000000,E4,P4A,P4B,618.338455,379.529427,1362.582208,904.893880,-93.325535,73.001103,-72.164433,-76.713780,4.239616,-4.239616,3.555301,-3.555301,0.426707,7.397403,8.294223
50.000000,130.000000,E1,P1A,P1B,1095.421129,2031.028149,590.662534,1745.947852,18.448899,-105.406065,109.319250,-105.712222,-5.362697,5.362697,-9.413837,9.413837,0.844415,1.468877,10.995249
50.000000,130.000000,E2,P2A,P2B,609.260902,1336.295943,802.540235,1865.621408,-26.230737,-70.258235,-158.190785,-90.839070,-6.821987,6.821987,-7.327134,7.327134,0.790947,2.037057,9.887148
50.000000,130.000000,E3,P3A,P3B,1594.218173,768.879629,749.119527,594.243463,119.843864,-75.935134,128.037410,102.485649,6.333788,-6.333788,2.011734,-2.011734,0.441985,7.091849,6.904132
50.000000,130.000000,E4,P4A,P4B,707.463993,429.021737,1495.468103,1024.644445,-74.530948,72.973478,-65.069601,-71.749597,4.344501,-4.344501,3.284079,-3.284079,0.459617,6.752085,8.285080
50.000000,135.000000,E1,P1A,P1B,1218.570958,2061.606489,641.817676,1798.898108,12.730787,-112.524978,106.078096,-113.657425,-4.567099,4.567099,-8.951898,8.951898,0.815464,1.771909,10.197632
50.000000,135.000000,E2,P2A,P2B,663.661851,1334.245384,880.056499,1913.295497,-25.909740,-80.316832,-164.095103,-99.720004,-6.065777,6.065777,-6.745430,6.745430,0.741975,2.592213,8.965390
50.000000,135.000000,E3,P3A,P3B,1705.301809,889.682919,938.342176,647.676353,123.463809,-71.102305,140.972763,102.866126,5.651320,-5.651320,3.220064,-3.220064,0.499909,6.022177,6.736539
50.000000,135.000000,E4,P4A,P4B,841.225383,480.441094,1622.480860,1151.439568,-58.280722,71.155949,-58.146217,-67.606230,4.865444,-4.865444,2.978769,-2.978769,0.526825,5.566668,8.316914
50.000000,140.000000,E1,P1A,P1B,1322.709394,2077.698894,690.075891,1854.068629,6.737831,-120.296014,102.101560,-122.006698,-3.922363,3.922363,-8.584579,8.584579,0.789701,2.050747,9.559592
50.000000,140.000000,E2,P2A,P2B,708.542979,1337.804825,943.305848,1951.126014,-28.036952,-91.448515,-170.410013,-109.233417,-5.520531,5.520531,-6.312656,6.312656,0.700335,3.093889,8.297502
50.000000,140.000000,E3,P3A,P3B,1788.246288,1008.692339,1146.635754,699.644080,127.246089,-67.281711,151.151549,102.984820,4.973372,-4.973372,4.290966,-4.290966,0.549078,5.207320,6.630795
50.000000,140.000000,E4,P4A,P4B,1007.730214,533.484899,1737.821163,1278.068275,-44.600448,68.281372,-51.237372,-63.956112,5.524443,-5.524443,2.669021,-2.669021,0.594958,4.510273,8.403781
50.000000,145.000000,E1,P1A,P1B,1403.870738,2076.409327,728.728143,1906.075354,0.420698,-128.452443,97.840590,-130.325535,-3.399717,3.399717,-8.351490,8.351490,0.767324,2.300422,9.041569
50.000000,145.000000,E2,P2A,P2B,739.123313,1350.369690,991.609675,1976.940744,-31.856739,-102.869992,-177.354457,-119.089871,-5.234716,5.234716,-5.993058,5.993058,0.668896,3.492823,7.829573
50.000000,145.000000,E3,P3A,P3B,1841.491105,1118.308675,1360.885350,750.554006,131.425828,-63.912959,159.865478,102.857639,4.332159,-4.332159,5.168792,-5.168792,0.585418,4.650672,6.568561
50.000000,145.000000,E4,P4A,P4B,1193.250113,591.017569,1837.062784,1399.312160,-32.858444,65.107843,-44.169157,-60.451124,6.102622,-6.102622,2.364188,-2.364188,0.650401,3.736374,8.521552
50.000000,150.000000,E1,P1A,P1B,1460.657100,2056.056407,750.739577,1947.998863,-6.229752,-136.637832,93.714973,-138.165364,-2.969735,2.969735,-8.281988,8.281988,0.747663,2.525885,8.609714
50.000000,150.000000,E2,P2A,P2B,754.945278,1370.555889,1026.720419,1987.824332,-36.767164,-113.730729,174.927023,-128.938621,-5.179626,5.179626,-5.738516,5.738516,0.647462,3.775721,7.503679
50.000000,150.000000,E3,P3A,P3B,1867.492122,1215.003468,1571.425552,802.672951,136.209305,-60.567841,167.869362,102.421045,3.733625,-3.733625,5.835104,-5.835104,0.611703,4.269192,6.555684
50.000000,150.000000,E4,P4A,P4B,1384.808287,657.596724,1918.865048,1512.034579,-22.393605,62.433187,-36.794797,-56.782115,6.468600,-6.468600,2.069654,-2.069654,0.691068,3.209588,8.636950
50.000000,155.000000,E1,P1A,P1B,1494.212884,2016.237526,750.528201,1973.368495,-13.183372,-144.461459,90.082960,-145.155065,-2.602584,2.602584,-8.396824,8.396824,0.729403,2.740646,8.231550
50.000000,155.000000,E2,P2A,P2B,758.984647,1392.353016,1052.682934,1980.145070,-42.309967,-123.399165,166.406813,-138.438840,-5.270327,5.270327,-5.487989,5.487989,0.632388,3.980323,7.251342
50.000000,155.000000,E3,P3A,P3B,1872.892623,1298.940592,1770.307140,858.644411,141.739252,-56.971635,175.576002,101.665465,3.178472,-3.178472,6.284705,-6.284705,0.631342,3.994712,6.606257
50.000000,155.000000,E4,P4A,P4B,1570.732005,737.073539,1985.311029,1614.371512,-12.719145,60.948465,-29.047645,-52.714165,6.571825,-6.571825,1.796501,-1.796501,0.719098,2.864235,8.729588
50.000000,160.000000,E1,P1A,P1B,1507.455694,1958.394457,725.953493,1979.310189,-20.371574,-151.558656,87.218217,-151.060663,-2.273112,2.273112,-8.712101,8.712101,0.711162,2.960624,7.879045
50.000000,160.000000,E2,P2A,P2B,756.480997,1408.991565,1074.548220,1951.178058,-48.154486,-131.646933,157.217589,-147.324260,-5.402207,5.402207,-5.181420,5.181420,0.618105,4.178750,6.998914
50.000000,160.000000,E3,P3A,P3B,1867.198458,1372.147844,1950.401753,919.546110,148.050947,-53.010538,-176.793716,100.740713,2.675791,-2.675791,6.531011,-6.531011,0.647169,3.779643,6.726363
50.000000,160.000000,E4,P4A,P4B,1740.695800,830.493682,2040.413534,1704.565536,-3.512025,61.027020,-20.970844,-48.106418,6.427731,-6.427731,1.562090,-1.562090,0.738103,2.637659,8.803945
50.000000,165.000000,E1,P1A,P1B,1503.950201,1886.231816,679.488640,1968.588312,-27.695945,-157.641837,85.279894,-155.812331,-1.967232,1.967232,-9.239454,9.239454,0.692221,3.195107,7.536546
50.000000,165.000000,E2,P2A,P2B,753.472632,1416.733166,1096.224952,1901.206756,-54.087123,-138.651119,147.650949,-155.431228,-5.484412,5.484412,-4.782593,4.782593,0.599420,4.445372,6.684782
50.000000,165.000000,E3,P3A,P3B,1860.121866,1435.921533,2105.511733,983.394318,155.045786,-48.705543,-169.116682,99.958425,2.248214,-2.248214,6.612599,-6.612599,0.661334,3.591578,6.907674
50.000000,165.000000,E4,P4A,P4B,1886.228469,935.026039,2087.645591,1780.122835,5.447604,62.665092,-12.699046,-42.912767,6.095412,-6.095412,1.384136,-1.384136,0.751964,2.476060,8.885390
50.000000,170.000000,E1,P1A,P1B,1487.007134,1805.097160,617.753702,1948.542547,-35.043411,-162.540650,84.263302,-159.512561,-1.683751,1.683751,-9.977891,9.977891,0.673096,3.438454,7.206986
50.000000,170.000000,E2,P2A,P2B,755.187116,1415.649068,1118.592376,1834.320398,-59.990162,-144.876202,138.082282,-162.688551,-5.458021,5.458021,-4.296067,4.296067,0.573046,4.836218,6.276013
50.000000,170.000000,E3,P3A,P3B,1858.699779,1488.984851,2231.288533,1045.149890,162.510028,-44.139796,-161.319441,99.700475,1.926379,-1.926379,6.587543,-6.587543,0.675323,3.409772,7.133898
50.000000,170.000000,E4,P4A,P4B,2001.781251,1043.993158,2128.183047,1837.786676,14.319591,65.637760,-4.398247,-37.159582,5.654379,-5.654379,1.274278,-1.274278,0.763888,2.339407,9.003079
50.000000,175.000000,E1,P1A,P1B,1459.355005,1720.326762,549.491143,1927.058025,-42.295091,-166.231470,83.930341,-162.420872,-1.429000,1.429000,-10.898682,10.898682,0.655591,3.667340,6.911142
50.000000,175.000000,E2,P2A,P2B,764.670540,1408.046667,1139.060398,1757.172839,-65.800032,-150.902992,128.856932,-169.087670,-5.302854,5.302854,-3.765355,3.765355,0.538040,5.383713,5.772801
50.000000,175.000000,E3,P3A,P3B,1865.541951,1527.735694,2326.170371,1098.657500,170.180550,-39.370167,-153.362848,100.321269,1.735136,-1.735136,6.515584,-6.515584,0.689887,3.224444,7.389718
50.000000,175.000000,E4,P4A,P4B,2085.601149,1148.312030,2160.906633,1874.380127,23.217166,69.726030,3.797062,-30.905719,5.183427,-5.183427,1.235567,-1.235567,0.775683,2.206314,9.171634
50.000000,180.000000,E1,P1A,P1B,1423.190655,1635.713905,483.079671,1908.128852,-49.315627,-168.843846,83.741423,-164.895102,-1.208885,1.208885,-11.931779,11.931779,0.642011,3.849148,6.678023
50.000000,180.000000,E2,P2A,P2B,782.122043,1397.061698,1152.691373,1676.658630,-71.462532,-157.244530,120.213776,-174.651935,-5.038821,5.038821,-3.254632,3.254632,0.495785,6.094139,5.201173
50.000000,180.000000,E3,P3A,P3B,1878.761971,1548.410039,2391.560595,1139.586086,177.825073,-34.374917,-145.241553,102.106879,1.679716,-1.679716,6.438685,-6.438685,0.704932,3.037053,7.661679
50.000000,180.000000,E4,P4A,P4B,2139.626355,1239.433610,2183.663535,1888.064938,32.204789,74.853090,11.812084,-24.197809,4.742293,-4.742293,1.263376,-1.263376,0.787612,2.073758,9.382586
50.000000,185.000000,E1,P1A,P1B,1380.082638,1553.384060,424.982508,1890.146581,124.072482,9.370675,-97.160557,12.702698,-1.027475,1.027475,-12.962489,12.962489,0.633866,3.960051,6.529287
50.000000,185.000000,E2,P2A,P2B,805.170512,1386.586193,1153.889803,1598.157530,103.083824,15.805159,-67.718119,0.584213,-4.721180,4.721180,-2.829105,2.829105,0.450177,6.932337,4.604948
50.000000,185.000000,E3,P3A,P3B,1893.134338,1549.472529,2431.141030,1167.606985,5.298888,150.941891,43.015698,-74.726610,1.739951,-1.739951,6.370269,-6.370269,0.719530,2.859027,7.932414
50.000000,185.000000,E4,P4A,P4B,2168.422139,1312.633851,2194.498220,1879.319262,-138.703453,-98.918385,-160.377749,162.965600,4.360005,-4.360005,1.346693,-1.346693,0.798923,1.949897,9.609152
50.000000,190.000000,E1,P1A,P1B,1330.489767,1475.111391,379.835704,1867.939149,118.103719,8.099282,-99.830148,10.085938,-0.896266,0.896266,-13.835339,13.835339,0.631159,3.997221,6.468287
50.000000,190.000000,E2,P2A,P2B,829.884656,1381.366179,1137.693091,1525.167139,97.890027,8.247589,-74.878888,-3.419376,-4.425822,4.425822,-2.545846,2.545846,0.408148,7.783643,4.047413
50.000000,190.000000,E3,P3A,P3B,1901.764331,1532.587352,2449.741948,1186.635651,12.562889,156.711329,51.347304,-70.048152,1.874629,-1.874629,6.296059,-6.296059,0.732182,2.707622,8.176884
50.000000,190.000000,E4,P4A,P4B,2177.761964,1368.815929,2192.109665,1851.205952,-129.542651,-91.488096,-152.771242,170.649680,4.033307,-4.033307,1.468151,-1.468151,0.808707,1.844175,9.820580
50.000000,195.000000,E1,P1A,P1B,1273.312603,1403.590892,351.683165,1836.636874,113.049156,7.031574,-105.139896,7.071715,-0.846110,0.846110,-14.357434,14.357434,0.633014,3.971735,6.484622
50.000000,195.000000,E2,P2A,P2B,851.959007,1385.675624,1100.502719,1459.757489,92.970179,0.359423,-81.237940,-6.719410,-4.224858,4.224858,-2.453792,2.453792,0.379404,8.417952,3.621547
50.000000,195.000000,E3,P3A,P3B,1897.831573,1501.941693,2452.060456,1203.260507,19.666685,163.058653,59.657731,-63.864614,2.032092,-2.032092,6.183430,-6.183430,0.741335,2.599716,8.366659
50.000000,195.000000,E4,P4A,P4B,2173.195765,1413.699596,2175.696480,1809.050563,-120.398987,-82.853601,-145.361821,178.966992,3.734834,-3.734834,1.602952,-1.602952,0.816548,1.760362,9.997859
50.000000,200.000000,E1,P1A,P1B,1206.145904,1342.079038,344.731839,1794.393407,109.167000,5.911596,-113.112495,3.572651,-0.927565,0.927565,-14.328725,14.328725,0.638872,3.891719,6.569912
50.000000,200.000000,E2,P2A,P2B,867.538336,1400.778172,1040.595428,1402.746131,88.292451,-7.430107,-86.774363,-9.407384,-4.161614,4.161614,-2.593943,2.593943,0.373289,8.559090,3.446264
50.000000,200.000000,E3,P3A,P3B,1876.075119,1462.926855,2441.232579,1224.264763,26.706669,170.074248,67.816984,-56.383260,2.160552,-2.160552,5.994676,-5.994676,0.745919,2.546164,8.480605
50.000000,200.000000,E4,P4A,P4B,2158.524701,1454.691173,2144.669821,1759.835816,-111.410831,-73.208183,-138.150364,-171.980528,3.427724,-3.427724,1.717766,-1.717766,0.822707,1.695094,10.141683
50.000000,205.000000,E1,P1A,P1B,1126.376835,1292.437023,361.849018,1742.417290,106.660440,4.579027,-122.508481,-0.415463,-1.194514,1.194514,-13.652495,13.652495,0.649025,3.754775,6.728825
50.000000,205.000000,E2,P2A,P2B,873.520835,1423.158392,958.580921,1353.214537,83.790821,-14.722596,-91.473522,-11.616779,-4.239599,4.239599,-2.994757,2.994757,0.393293,8.105678,3.611163
50.000000,205.000000,E3,P3A,P3B,1833.625669,1421.141528,2417.507943,1254.153231,33.773407,177.787334,75.672160,-48.022150,2.213467,-2.213467,5.700346,-5.700346,0.745654,2.549253,8.513777
50.000000,205.000000,E4,P4A,P4B,2134.400780,1497.013148,2098.488992,1711.193600,-102.752714,-62.938544,-131.154598,-162.193997,3.081007,-3.081007,1.772151,-1.772151,0.827829,1.641184,10.267294
50.000000,210.000000,E1,P1A,P1B,1032.572490,1253.273408,401.726525,1683.019225,105.676607,2.988582,-131.557471,-4.825582,-1.682505,1.682505,-12.443171,12.443171,0.664197,3.554068,6.977503
50.000000,210.000000,E2,P2A,P2B,867.586579,1445.113846,857.578545,1308.052271,79.385122,-21.293147,-95.328902,-13.506658,-4.431785,4.431785,-3.667024,3.667024,0.435229,7.225641,4.105897
50.000000,210.000000,E3,P3A,P3B,1769.954648,1381.757099,2377.782629,1293.428147,40.907157,-173.869618,83.076561,-39.327913,2.150609,-2.150609,5.288597,-5.288597,0.740990,2.603748,8.476878
50.000000,210.000000,E4,P4A,P4B,2097.883822,1541.208788,2036.614548,1669.544963,-94.595478,-52.516491,-124.416333,-151.861664,2.678399,-2.678399,1.726214,-1.726214,0.832457,1.592764,10.389775
50.000000,215.000000,E1,P1A,P1B,925.486534,1219.909164,458.365352,1617.653087,106.354374,1.186373,-139.183597,-9.548113,-2.399148,2.399148,-10.953472,10.953472,0.684897,3.287493,7.336442
50.000000,215.000000,E2,P2A,P2B,848.280000,1457.344454,742.800206,1262.452509,74.997238,-27.117114,-98.341107,-15.232944,-4.700460,4.700460,-4.606861,4.606861,0.491384,6.171584,4.844043
50.000000,215.000000,E3,P3A,P3B,1686.137861,1348.721255,2316.624477,1338.258340,48.077907,-165.093413,89.924170,-30.831504,1.939418,-1.939418,4.766314,-4.766314,0.732840,2.699814,8.387555
50.000000,215.000000,E4,P4A,P4B,2043.585244,1583.280961,1958.528885,1637.677087,-87.061482,-42.359303,-118.003421,-141.364961,2.216695,-2.216695,1.554034,-1.554034,0.836732,1.548272,10.512263
50.000000,220.000000,E1,P1A,P1B,808.447984,1186.410062,523.364449,1546.535193,108.912184,-0.750690,-145.249954,-14.479912,-3.331655,3.331655,-9.411112,9.411112,0.711246,2.959603,7.828144
50.000000,220.000000,E2,P2A,P2B,815.216865,1451.968757,620.527465,1211.506811,70.559649,-32.305758,-100.507636,-16.935361,-5.013682,5.013682,-5.811297,5.811297,0.554875,5.116097,5.741267
50.000000,220.000000,E3,P3A,P3B,1583.971621,1323.747698,2228.510775,1381.756887,55.195211,-156.202274,96.169600,-22.924682,1.558844,-1.558844,4.151662,-4.151662,0.722331,2.825271,8.262437
50.000000,220.000000,E4,P4A,P4B,1965.949272,1616.913946,1863.838395,1613.385237,-80.202139,-32.746799,-112.003982,-131.173466,1.697708,-1.697708,1.253404,-1.253404,0.840515,1.509088,10.627512
50.000000,225.000000,E1,P1A,P1B,687.350864,1148.390483,588.305612,1469.917959,113.771450,-2.774479,-150.071062,-19.568738,-4.458222,4.458222,-7.953802,7.953802,0.743269,2.577078,8.482167
50.000000,225.000000,E2,P2A,P2B,769.197597,1424.677349,496.844288,1152.133169,66.018496,-37.025660,-101.790656,-18.755352,-5.353572,5.353572,-7.305648,7.305648,0.621258,4.134565,6.753914
50.000000,225.000000,E3,P3A,P3B,1465.423744,1305.860725,2110.164905,1416.307463,62.139302,-147.567381,101.825578,-15.815019,1.001327,-1.001327,3.463177,-3.463177,0.710752,2.965635,8.116281
50.000000,225.000000,E4,P4A,P4B,1861.435973,1636.137133,1752.476970,1590.684392,-74.005838,-23.816652,-106.515215,-121.693369,1.120568,-1.120568,0.841366,-0.841366,0.843745,1.475774,10.729584
50.000000,230.000000,E1,P1A,P1B,570.713682,1104.912096,646.067348,1389.785470,121.709805,-4.894164,-154.025814,-24.822984,-5.738189,5.738189,-6.653399,6.653399,0.781095,2.145926,9.343721
50.000000,230.000000,E2,P2A,P2B,711.984433,1375.531859,376.622390,1084.373162,61.331598,-41.447953,-102.025015,-20.873206,-5.720003,5.720003,-9.185453,9.185453,0.688541,3.241402,7.886232
50.000000,230.000000,E3,P3A,P3B,1332.517533,1292.194072,1961.894653,1435.894635,68.797364,-139.518749,106.946541,-9.552373,0.266904,-0.266904,2.711062,-2.711062,0.699670,3.102135,7.966466
50.000000,230.000000,E4,P4A,P4B,1729.617802,1637.155541,1624.954871,1562.979835,-68.422487,-15.602510,-101.632997,-113.177772,0.477204,-0.477204,0.337759,-0.337759,0.846698,1.445429,10.823856
50.000000,235.000000,E1,P1A,P1B,470.315451,1058.649717,691.408977,1310.611390,133.927932,-7.171040,-157.427142,-30.277578,-7.047261,7.047261,-5.554778,5.554778,0.824539,1.675773,10.483674
50.000000,235.000000,E2,P2A,P2B,645.745267,1308.518850,263.127685,1011.624361,56.454765,-45.729329,-100.624030,-23.536770,-6.134375,6.134375,-11.697055,11.697055,0.756482,2.424023,9.196584
50.000000,235.000000,E3,P3A,P3B,1187.403910,1279.699570,1787.541790,1437.569222,75.092207,-132.285562,111.612807,-4.085543,-0.650191,0.650191,1.892549,-1.892549,0.691169,3.208320,7.838753
50.000000,235.000000,E4,P4A,P4B,1573.026233,1619.012927,1482.531188,1526.001606,-63.386323,-8.077263,-97.448575,-105.736052,-0.250287,0.250287,-0.251023,0.251023,0.850045,1.411166,10.930093
50.000000,240.000000,E1,P1A,P1B,401.898085,1014.666083,721.170126,1238.678274,151.416548,-9.689188,-160.516085,-35.930498,-8.044144,8.044144,-4.698416,4.698416,0.872021,1.189463,12.015189
50.000000,240.000000,E2,P2A,P2B,572.443873,1230.295304,158.599089,940.044726,51.301916,-50.006365,-95.292432,-27.051537,-6.645529,6.645529,-15.456957,15.456957,0.825107,1.669799,10.819363
50.000000,240.000000,E3,P3A,P3B,1032.343784,1266.674814,1593.391275,1421.749102,81.001323,-125.993335,115.925846,0.684417,-1.776816,1.776816,0.989989,-0.989989,0.688234,3.245281,7.774400
50.000000,240.000000,E4,P4A,P4B,1396.208650,1583.366950,1327.207320,1478.992499,-58.826239,-1.185903,-94.056323,-99.396018,-1.092625,1.092625,-0.940544,0.940544,0.854868,1.362021,11.084042
50.000000,245.000000,E1,P1A,P1B,381.160096,978.733044,734.197603,1180.405813,172.676364,-12.510944,-163.489578,-41.679290,-8.191136,8.191136,-4.124368,4.124368,0.919433,0.729597,14.135195
50.000000,245.000000,E2,P2A,P2B,493.543783,1148.658693,69.385968,877.626771,45.654587,-54.384393,-71.822796,-31.702212,-7.337306,7.337306,-22.040764,22.040764,0.892254,0.990233,13.028311
50.000000,245.000000,E3,P3A,P3B,869.521275,1253.347026,1386.723533,1391.585736,86.576591,-120.693027,120.020516,4.867297,-3.175822,3.175822,-0.030402,0.030402,0.695210,3.157679,7.841522
50.000000,245.000000,E4,P4A,P4B,1204.593492,1533.813652,1161.531204,1424.261644,-54.659637,5.132240,-91.575689,-94.161996,-2.098642,2.098642,-1.771178,1.771178,0.862812,1.281674,11.346273
50.000000,250.000000,E1,P1A,P1B,410.951876,955.990381,731.068534,1140.590828,-167.174507,-15.629559,-166.531781,-47.294776,-7.333251,7.333251,-3.863436,3.863436,0.960368,0.351249,17.253702
50.000000,250.000000,E2,P2A,P2B,410.301057,1071.165929,62.510539,833.139278,38.966782,-58.909835,17.097186,-37.587989,-8.335082,8.335082,-22.495287,22.495287,0.950908,0.437228,16.442459
50.000000,250.000000,E3,P3A,P3B,700.798320,1241.554066,1174.614851,1351.887284,91.991939,-116.388940,124.101206,8.563012,-4.967452,4.967452,-1.220900,1.220900,0.717676,2.881431,8.150364
50.000000,250.000000,E4,P4A,P4B,1003.580067,1475.115541,988.307365,1366.048674,-50.764490,10.927808,-90.195916,-90.043485,-3.345480,3.345480,-2.811483,2.811483,0.876322,1.146730,11.825958
50.000000,255.000000,E1,P1A,P1B,477.648930,950.253032,713.731837,1121.386748,-151.618672,-18.939452,-169.843514,-52.457874,-5.974609,5.974609,-3.924407,3.924407,0.988409,0.101266,22.560532
