summary_type,assignment,scope,phi_start_deg,phi_width_deg,theta_deg,basis,feed,baseline,valid_count,slope_abs_p95_deg_per_deg,slope_abs_max_deg_per_deg,curvature_rms_deg_per_deg2,curvature_abs_max_deg_per_deg2,hv_pdoa_delta_bias_median_deg,hv_pdoa_delta_rms_deg,hv_pdoa_delta_p95_abs_deg,hv_pdoa_delta_max_abs_deg,hv_pdoa_residual_rms_after_bias_deg,hv_pdoa_residual_p95_abs_after_bias_deg,hv_pdoa_residual_max_abs_after_bias_deg,azimuth_error_rms_equiv_deg,azimuth_error_p95_abs_equiv_deg,azimuth_error_max_abs_equiv_deg,azimuth_error_sample_count,phase_residual_p95_target_deg,phase_residual_target_pass,curve_count,hv_residual_p95_abs_avg_deg,hv_residual_p95_abs_max_deg,azimuth_error_p95_abs_avg_equiv_deg,azimuth_error_p95_abs_max_equiv_deg
hv_pdoa_consistency,A_H__B_V,best270,135.000000,270.000000,90.000000,H_vs_V,A/B,E2-E3,55,,,,,219.578032,136.624202,177.376512,179.235183,77.193858,150.524650,172.030974,34.765581,60.005413,62.158924,50,10.000000,False,,,,,
smoothness,A_H__B_V,best270,135.000000,270.000000,90.000000,H,A,E3-E4,55,5.938034,12.158927,0.413833,2.140704,,,,,,,,,,,,,,,,,,
smoothness,A_H__B_V,best270,135.000000,270.000000,90.000000,V,B,E3-E4,55,3.448751,3.802594,0.054807,0.137648,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_H__B_V,best270,135.000000,270.000000,90.000000,H_vs_V,A/B,E3-E4,55,,,,,35.856785,61.228362,150.961927,168.676461,51.709558,115.105142,132.819675,47.672853,63.806597,238.316996,52,10.000000,False,,,,,
smoothness,A_H__B_V,best270,135.000000,270.000000,90.000000,H,A,E4-E1,55,6.512576,12.083109,0.500471,2.279543,,,,,,,,,,,,,,,,,,
smoothness,A_H__B_V,best270,135.000000,270.000000,90.000000,V,B,E4-E1,55,2.803625,2.871629,0.043172,0.094238,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_H__B_V,best270,135.000000,270.000000,90.000000,H_vs_V,A/B,E4-E1,55,,,,,154.467881,144.174880,166.400502,177.362249,43.514350,104.431076,127.272206,32.320542,58.289179,78.540272,52,10.000000,False,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,45.000000,H,B,E1-E3,72,4.988116,12.562075,0.242090,1.253262,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,45.000000,V,A,E1-E3,72,3.429610,3.791309,0.048241,0.107942,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,full360,0.000000,360.000000,45.000000,H_vs_V,B/A,E1-E3,72,,,,,22.400206,64.709291,141.756901,174.663301,53.041273,119.356695,175.356075,34.810554,81.158628,175.244359,67,10.000000,False,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,45.000000,H,B,E2-E4,71,7.054955,17.650446,0.400944,2.210018,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,45.000000,V,A,E2-E4,72,3.447756,3.804746,0.050170,0.117522,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,full360,0.000000,360.000000,45.000000,H_vs_V,B/A,E2-E4,71,,,,,-298.958408,71.535990,154.598420,170.285559,74.200570,157.482247,168.649609,40.794399,107.524796,146.212435,67,10.000000,False,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,45.000000,H,B,E1-E2,72,5.863719,6.723280,0.124737,0.370648,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,45.000000,V,A,E1-E2,72,1.005656,1.102333,0.024248,0.059896,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,full360,0.000000,360.000000,45.000000,H_vs_V,B/A,E1-E2,72,,,,,114.034217,72.827540,155.473681,172.816183,112.765523,175.210245,178.498211,102.456874,210.811511,284.211317,67,10.000000,False,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,45.000000,H,B,E2-E3,72,6.488962,9.260324,0.256208,1.254090,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,45.000000,V,A,E2-E3,72,3.268124,3.475018,0.049936,0.110675,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,full360,0.000000,360.000000,45.000000,H_vs_V,B/A,E2-E3,72,,,,,-249.396996,91.020107,166.308544,172.817299,75.728398,149.116938,177.392363,44.991640,97.176524,190.852733,66,10.000000,False,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,45.000000,H,B,E3-E4,71,3.134138,9.709263,0.324500,1.847201,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,45.000000,V,A,E3-E4,72,1.134301,1.246167,0.028427,0.060904,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,full360,0.000000,360.000000,45.000000,H_vs_V,B/A,E3-E4,71,,,,,-40.818657,44.227449,65.394299,88.621029,13.199658,25.088493,47.802372,11.595572,20.233921,30.378410,22,10.000000,False,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,45.000000,H,B,E4-E1,71,3.279662,14.515071,0.377333,2.222146,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,45.000000,V,A,E4-E1,72,3.653414,3.936407,0.044876,0.082328,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,full360,0.000000,360.000000,45.000000,H_vs_V,B/A,E4-E1,71,,,,,0.328777,36.953487,88.500448,118.423102,37.013349,88.829225,118.751880,22.091263,53.042882,90.861479,67,10.000000,False,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,60.000000,H,B,E1-E3,72,4.771828,5.719014,0.122577,0.576437,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,60.000000,V,A,E1-E3,72,3.467327,4.499827,0.068380,0.252248,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,full360,0.000000,360.000000,60.000000,H_vs_V,B/A,E1-E3,72,,,,,-59.799483,71.050220,144.556579,171.481967,61.985474,154.059209,175.083241,40.989476,105.377000,194.667101,68,10.000000,False,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,60.000000,H,B,E2-E4,71,7.666237,12.879518,0.383839,2.068312,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,60.000000,V,A,E2-E4,72,4.246300,5.440252,0.113390,0.418016,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,full360,0.000000,360.000000,60.000000,H_vs_V,B/A,E2-E4,71,,,,,-361.998264,63.864801,118.151254,161.151139,62.909679,116.152990,160.154157,33.497987,66.757710,179.504085,68,10.000000,False,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,60.000000,H,B,E1-E2,71,6.086359,15.271141,0.379960,2.208546,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,60.000000,V,A,E1-E2,72,1.814082,1.904257,0.035760,0.096387,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,full360,0.000000,360.000000,60.000000,H_vs_V,B/A,E1-E2,71,,,,,283.517605,66.640736,105.984253,179.348066,88.497470,145.728191,177.533353,75.345177,172.651848,237.612050,46,10.000000,False,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,60.000000,H,B,E2-E3,71,7.494505,15.702150,0.464145,2.683761,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,60.000000,V,A,E2-E3,72,4.048787,5.021004,0.079476,0.304166,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,full360,0.000000,360.000000,60.000000,H_vs_V,B/A,E2-E3,71,,,,,-338.436401,64.414074,138.472111,177.065909,68.930263,141.608819,175.803977,48.100503,89.755234,212.417326,67,10.000000,False,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,60.000000,H,B,E3-E4,72,5.880413,7.648201,0.156038,0.618990,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,60.000000,V,A,E3-E4,72,2.993746,4.009441,0.117489,0.612460,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,full360,0.000000,360.000000,60.000000,H_vs_V,B/A,E3-E4,72,,,,,-5.355469,54.350714,130.906318,169.295894,52.523848,127.215235,174.651363,25.978531,43.570130,77.095859,45,10.000000,False,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,60.000000,H,B,E4-E1,72,2.874671,2.967346,0.076185,0.201199,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,60.000000,V,A,E4-E1,72,3.831661,5.422764,0.107896,0.466836,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,full360,0.000000,360.000000,60.000000,H_vs_V,B/A,E4-E1,72,,,,,50.585582,62.686745,106.669740,108.206494,38.940231,76.701025,83.304799,27.957709,51.377714,114.959219,62,10.000000,False,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,75.000000,H,B,E1-E3,72,5.559939,6.910676,0.104764,0.294658,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,75.000000,V,A,E1-E3,72,3.837181,4.594509,0.090385,0.255150,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,full360,0.000000,360.000000,75.000000,H_vs_V,B/A,E1-E3,72,,,,,-140.757033,127.178514,172.171686,177.577248,54.907730,143.705168,175.196944,42.205479,100.405503,161.979422,55,10.000000,False,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,75.000000,H,B,E2-E4,72,4.375472,4.511788,0.085007,0.247339,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,75.000000,V,A,E2-E4,72,4.484443,5.057744,0.111091,0.519797,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,full360,0.000000,360.000000,75.000000,H_vs_V,B/A,E2-E4,72,,,,,-98.890706,116.675380,162.695092,176.946265,59.421001,139.295513,177.744630,25.090020,51.304514,99.221740,66,10.000000,False,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,75.000000,H,B,E1-E2,72,5.579701,7.945126,0.117209,0.443271,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,75.000000,V,A,E1-E2,72,2.418107,2.499298,0.037484,0.122192,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,full360,0.000000,360.000000,75.000000,H_vs_V,B/A,E1-E2,72,,,,,184.105574,86.418410,155.598010,178.142920,115.067923,155.189398,155.732682,90.328430,170.826004,254.961316,64,10.000000,False,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,75.000000,H,B,E2-E3,72,6.568999,9.987210,0.149326,0.577095,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,75.000000,V,A,E2-E3,72,5.234639,6.348803,0.097018,0.293598,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,full360,0.000000,360.000000,75.000000,H_vs_V,B/A,E2-E3,72,,,,,-398.527393,99.336762,166.758084,177.825767,76.361081,143.646840,170.022445,47.493726,91.092070,168.960934,65,10.000000,False,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,75.000000,H,B,E3-E4,72,6.780406,8.620182,0.133532,0.554175,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,75.000000,V,A,E3-E4,72,3.174873,4.166766,0.140423,0.704977,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,full360,0.000000,360.000000,75.000000,H_vs_V,B/A,E3-E4,72,,,,,346.219108,71.370679,153.135532,175.890636,72.410420,151.931737,170.707893,32.326681,63.213559,69.000395,54,10.000000,False,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,75.000000,H,B,E4-E1,72,4.522764,7.385896,0.128880,0.474931,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,75.000000,V,A,E4-E1,72,3.302722,4.348374,0.104312,0.564346,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,full360,0.000000,360.000000,75.000000,H_vs_V,B/A,E4-E1,72,,,,,-209.116531,108.376096,154.972507,172.088423,73.824425,132.685537,172.871277,42.086186,91.894078,145.195206,65,10.000000,False,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,90.000000,H,B,E1-E3,72,2.213777,19.285551,0.676448,4.086634,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,90.000000,V,A,E1-E3,71,2.207189,11.905675,0.304446,1.881715,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,full360,0.000000,360.000000,90.000000,H_vs_V,B/A,E1-E3,71,,,,,176.344448,162.348328,178.520511,179.884796,31.665861,53.000052,163.561233,34.269662,78.891439,78.891439,13,10.000000,False,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,90.000000,H,B,E2-E4,71,5.597686,17.497113,0.405381,2.215244,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,90.000000,V,A,E2-E4,71,5.078395,12.608285,0.368756,1.534275,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,full360,0.000000,360.000000,90.000000,H_vs_V,B/A,E2-E4,70,,,,,214.294676,140.968476,177.937218,179.377541,71.064140,138.705585,174.850851,36.057797,81.418380,123.783199,67,10.000000,False,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,90.000000,H,B,E1-E2,71,3.833568,17.059799,0.482960,2.688026,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,90.000000,V,A,E1-E2,71,4.194142,11.628894,0.371010,1.518569,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,full360,0.000000,360.000000,90.000000,H_vs_V,B/A,E1-E2,70,,,,,328.440329,58.752098,136.234879,176.796561,74.887509,151.643769,177.215607,52.635425,132.175213,162.089288,61,10.000000,False,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,90.000000,H,B,E2-E3,71,3.735961,21.088337,0.776335,3.834592,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,90.000000,V,A,E2-E3,70,10.896801,13.361297,0.483666,1.856433,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,full360,0.000000,360.000000,90.000000,H_vs_V,B/A,E2-E3,69,,,,,154.173302,126.958472,163.122590,179.553954,66.176187,160.950802,174.410696,55.576493,120.194081,275.155034,63,10.000000,False,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,90.000000,H,B,E3-E4,72,5.008946,22.891738,0.643606,3.793480,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,90.000000,V,A,E3-E4,71,2.793417,13.727094,0.311441,1.810745,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,full360,0.000000,360.000000,90.000000,H_vs_V,B/A,E3-E4,71,,,,,345.161947,66.493848,147.446492,175.665935,71.929549,147.923939,179.337358,36.901135,62.070516,135.131726,64,10.000000,False,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,90.000000,H,B,E4-E1,72,5.561632,9.336471,0.218569,0.754968,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,full360,0.000000,360.000000,90.000000,V,A,E4-E1,72,2.688969,2.814386,0.048466,0.161079,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,full360,0.000000,360.000000,90.000000,H_vs_V,B/A,E4-E1,72,,,,,-142.715062,133.680078,171.824384,179.654475,78.809478,157.598321,177.527629,32.742598,59.584299,61.616433,59,10.000000,False,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,45.000000,H,B,E1-E3,55,6.295764,12.562075,0.272376,1.253262,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,45.000000,V,A,E1-E3,55,3.598926,3.791309,0.039468,0.069976,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,best270,135.000000,270.000000,45.000000,H_vs_V,B/A,E1-E3,55,,,,,1.245480,69.732326,152.955869,174.663301,69.005369,153.825588,173.417820,47.510687,106.742856,208.996130,52,10.000000,False,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,45.000000,H,B,E2-E4,54,4.595852,17.650446,0.446207,2.210018,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,45.000000,V,A,E2-E4,55,3.682840,3.804746,0.052147,0.117522,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,best270,135.000000,270.000000,45.000000,H_vs_V,B/A,E2-E4,54,,,,,32.897340,61.617473,153.998914,170.285559,58.075283,163.371731,174.373500,37.423438,91.480216,161.894908,53,10.000000,False,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,45.000000,H,B,E1-E2,55,5.093793,6.723280,0.111993,0.370648,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,45.000000,V,A,E1-E2,55,1.022524,1.102333,0.025853,0.059896,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,best270,135.000000,270.000000,45.000000,H_vs_V,B/A,E1-E2,55,,,,,-63.345797,61.846003,138.382987,172.816183,84.701320,161.571641,176.447308,60.651937,110.557067,114.556266,50,10.000000,False,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,45.000000,H,B,E2-E3,55,5.041447,9.260324,0.278633,1.254090,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,45.000000,V,A,E2-E3,55,3.274137,3.475018,0.042855,0.088038,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,best270,135.000000,270.000000,45.000000,H_vs_V,B/A,E2-E3,55,,,,,75.025325,86.846626,158.666283,172.809133,56.853707,151.531182,160.541123,29.696372,82.534559,124.843136,52,10.000000,False,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,45.000000,H,B,E3-E4,54,3.411066,9.709263,0.367001,1.847201,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,45.000000,V,A,E3-E4,55,0.944229,0.967903,0.024330,0.048518,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,best270,135.000000,270.000000,45.000000,H_vs_V,B/A,E3-E4,54,,,,,-39.502418,42.528903,57.095270,88.621029,13.141040,26.404732,49.118611,15.502855,28.040545,28.040545,8,10.000000,False,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,45.000000,H,B,E4-E1,54,3.554603,14.515071,0.432588,2.222146,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,45.000000,V,A,E4-E1,55,3.655646,3.936407,0.043657,0.082328,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,best270,135.000000,270.000000,45.000000,H_vs_V,B/A,E4-E1,54,,,,,0.999890,42.129949,97.975798,118.423102,42.372752,98.975688,119.422992,25.421150,60.627195,91.547945,50,10.000000,False,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,60.000000,H,B,E1-E3,55,4.771828,5.719014,0.083822,0.256625,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,60.000000,V,A,E1-E3,55,3.294904,3.467327,0.043447,0.089456,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,best270,135.000000,270.000000,60.000000,H_vs_V,B/A,E1-E3,55,,,,,-82.397516,76.304468,146.141308,171.481967,75.739840,162.318726,175.761083,55.342774,141.388826,226.985000,51,10.000000,False,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,60.000000,H,B,E2-E4,54,3.854233,12.879518,0.405874,2.068312,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,60.000000,V,A,E2-E4,55,4.246300,4.388328,0.064839,0.161138,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,best270,135.000000,270.000000,60.000000,H_vs_V,B/A,E2-E4,54,,,,,-36.929147,50.657960,90.385119,90.962021,37.992633,84.829036,126.284534,23.517821,67.652006,90.287035,52,10.000000,False,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,60.000000,H,B,E1-E2,54,2.173024,15.271141,0.416898,2.208546,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,60.000000,V,A,E1-E2,55,1.865763,1.904257,0.037218,0.096387,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,best270,135.000000,270.000000,60.000000,H_vs_V,B/A,E1-E2,54,,,,,-40.296609,57.439723,89.908496,95.509879,60.242692,92.786347,98.528386,55.052971,113.397646,155.203707,33,10.000000,False,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,60.000000,H,B,E2-E3,54,3.483514,15.702150,0.516990,2.683761,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,60.000000,V,A,E2-E3,55,3.785004,3.850160,0.052323,0.136676,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,best270,135.000000,270.000000,60.000000,H_vs_V,B/A,E2-E3,54,,,,,-2.985770,48.888179,112.800184,157.211644,49.154803,115.785954,160.197414,26.402103,77.939412,87.893864,51,10.000000,False,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,60.000000,H,B,E3-E4,55,6.789739,7.648201,0.105865,0.332652,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,60.000000,V,A,E3-E4,55,1.562381,3.097434,0.051998,0.154784,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,best270,135.000000,270.000000,60.000000,H_vs_V,B/A,E3-E4,55,,,,,-10.320059,60.842744,132.570704,169.295894,57.025123,141.226377,179.615953,23.732284,40.678728,40.932745,33,10.000000,False,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,60.000000,H,B,E4-E1,55,2.928198,2.967346,0.066752,0.189661,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,60.000000,V,A,E4-E1,55,3.657041,3.831661,0.047834,0.107948,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,best270,135.000000,270.000000,60.000000,H_vs_V,B/A,E4-E1,55,,,,,51.375868,65.368209,106.724702,108.206494,43.800771,81.863570,84.095086,31.697772,60.099496,116.068100,47,10.000000,False,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,75.000000,H,B,E1-E3,55,5.962638,6.910676,0.098101,0.294658,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,75.000000,V,A,E1-E3,55,4.060556,4.594509,0.090581,0.243242,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,best270,135.000000,270.000000,75.000000,H_vs_V,B/A,E1-E3,55,,,,,-140.014231,118.647255,158.089752,172.171686,59.958004,152.749989,174.454143,44.137557,99.979803,161.052866,45,10.000000,False,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,75.000000,H,B,E2-E4,55,4.443657,4.511788,0.063116,0.177377,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,75.000000,V,A,E2-E4,55,4.484443,4.657672,0.059985,0.154625,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,best270,135.000000,270.000000,75.000000,H_vs_V,B/A,E2-E4,55,,,,,-53.407287,116.508732,167.467965,176.946265,85.218896,157.218345,175.221067,26.702928,54.199991,54.267865,51,10.000000,False,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,75.000000,H,B,E1-E2,55,4.998535,5.579701,0.065554,0.191778,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,75.000000,V,A,E1-E2,55,2.431470,2.499298,0.037621,0.122192,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,best270,135.000000,270.000000,75.000000,H_vs_V,B/A,E1-E2,55,,,,,-93.691364,84.588891,155.598010,170.905875,96.544885,161.844274,173.686894,61.649169,111.403111,141.697447,51,10.000000,False,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,75.000000,H,B,E2-E3,55,3.170580,3.280138,0.060439,0.206023,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,75.000000,V,A,E2-E3,55,5.413929,6.348803,0.089998,0.222990,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,best270,135.000000,270.000000,75.000000,H_vs_V,B/A,E2-E3,55,,,,,-67.528997,88.052873,151.432339,156.000505,49.876727,83.903342,88.471508,39.620703,78.452120,135.088143,50,10.000000,False,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,75.000000,H,B,E3-E4,55,4.496577,5.059741,0.057642,0.158114,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,75.000000,V,A,E3-E4,55,3.174873,4.166766,0.092329,0.300674,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,best270,135.000000,270.000000,75.000000,H_vs_V,B/A,E3-E4,55,,,,,18.689038,66.056112,153.135532,175.511215,69.713074,156.822177,176.558656,35.665372,111.502035,124.779358,39,10.000000,False,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,75.000000,H,B,E4-E1,55,3.055091,3.158145,0.079030,0.191538,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,75.000000,V,A,E4-E1,55,3.302722,3.398923,0.047761,0.119116,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,best270,135.000000,270.000000,75.000000,H_vs_V,B/A,E4-E1,55,,,,,103.204248,112.719917,154.972507,155.408289,42.449069,78.988618,85.006316,34.315147,70.563995,78.544310,50,10.000000,False,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,90.000000,H,B,E1-E3,55,4.809704,19.285551,0.777158,4.086634,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,90.000000,V,A,E1-E3,54,2.242043,11.905675,0.350612,1.881715,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,best270,135.000000,270.000000,90.000000,H_vs_V,B/A,E1-E3,54,,,,,179.127276,159.491535,178.142142,179.883079,35.989660,72.496326,160.778405,42.324649,83.154286,83.154286,8,10.000000,False,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,90.000000,H,B,E2-E4,55,5.597686,8.974441,0.194152,0.750020,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,90.000000,V,A,E2-E4,54,10.296747,12.608285,0.423309,1.534275,,,,,,,,,,,,,,,,,,
hv_pdoa_consistency,A_V__B_H,best270,135.000000,270.000000,90.000000,H_vs_V,B/A,E2-E4,54,,,,,199.059146,146.919606,178.535501,179.377541,65.589665,138.830116,165.281797,33.501825,73.384794,109.302206,53,10.000000,False,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,90.000000,H,B,E1-E2,55,3.833568,7.699531,0.186809,0.773193,,,,,,,,,,,,,,,,,,
smoothness,A_V__B_H,best270,135.000000,270.000000,90.000000,V,A,E1-E2,54,9.709052,11.628894,0.426535,1.518569,,,,,,,,,,,,,,,,,,
