candidate,active_source,expected_basis,project,params_json,field_csv,ff_csv,name,rationale,b_radiator,substrate_h_mm,pifa_length_mm,pifa_width_mm,pifa_short_wall_width_mm,pifa_side_fence_length_mm,pifa_feed_from_short_mm,pifa_pair_offset_mm,monopole_cap_radius_mm,loop_side_mm,loop_trace_width_mm,loop_gap_mm,loop_air_gap_mm,ground_radius_mm,board_diameter_mm,total_height_limit_mm,feed_pad_radius_mm,port_width_mm,epsr,tan_delta,s_csv,s11_expr,s11_worst_freq_ghz,s11_worst_db,s11_pass,best_window_start_phi_deg,best_window_stop_phi_deg,best_sample_count,best_gain_total_min_dbi,best_gain_total_min_theta_deg,best_gain_total_min_phi_deg,best_xpd_min_db,best_xpd_p5_db,best_xpd_median_db,source_pass,candidate_index
offset_pifa_h3p5_l8p8_sep14p0_feed8p40,P1A,H,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_offset_pifa_h3p5_l8p8_sep14p0_feed8p40_P1A.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_offset_pifa_h3p5_l8p8_sep14p0_feed8p40_P1A_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h3p5_l8p8_sep14p0_feed8p40_P1A_native_field_components.csv,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h3p5_l8p8_sep14p0_feed8p40_P1A_native_farfield_default.csv,offset_pifa_h3p5_l8p8_sep14p0_feed8p40,Practical upper-bound spacing check for the offset pair before it becomes too large for the array cell.,offset_cross_pifa,3.5,8.8,8.0,4.0,6.0,8.4,7.0,4.2,10.4,0.35,0.55,0.45,21.4,44.0,8.0,0.3,0.55,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h3p5_l8p8_sep14p0_feed8p40_P1A_native_s_parameters.csv,"dB(S(P1A,P1A)) []",8.0,-8.54046061902075,False,335.0,245.0,550,-10.8151875990864,90.0,235.0,-37.29509504894759,-21.800284455072706,-6.705890576844325,False,14
offset_pifa_h3p5_l8p8_sep14p0_feed8p40,P1B,V,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_offset_pifa_h3p5_l8p8_sep14p0_feed8p40_P1B.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_offset_pifa_h3p5_l8p8_sep14p0_feed8p40_P1B_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h3p5_l8p8_sep14p0_feed8p40_P1B_native_field_components.csv,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h3p5_l8p8_sep14p0_feed8p40_P1B_native_farfield_default.csv,offset_pifa_h3p5_l8p8_sep14p0_feed8p40,Practical upper-bound spacing check for the offset pair before it becomes too large for the array cell.,offset_cross_pifa,3.5,8.8,8.0,4.0,6.0,8.4,7.0,4.2,10.4,0.35,0.55,0.45,21.4,44.0,8.0,0.3,0.55,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h3p5_l8p8_sep14p0_feed8p40_P1B_native_s_parameters.csv,"dB(S(P1B,P1B)) []",8.0,-8.64914937037545,False,10.0,280.0,550,-9.7430653246595,90.0,250.0,-22.383684731373062,-6.864381349211033,9.782652800191226,False,14
offset_pifa_h5p8_l8p6_sep10p0_feed7p80,P1A,H,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_offset_pifa_h5p8_l8p6_sep10p0_feed7p80_P1A.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_offset_pifa_h5p8_l8p6_sep10p0_feed7p80_P1A_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h5p8_l8p6_sep10p0_feed7p80_P1A_native_field_components.csv,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h5p8_l8p6_sep10p0_feed7p80_P1A_native_farfield_default.csv,offset_pifa_h5p8_l8p6_sep10p0_feed7p80,Separated pair using the high-gain h=5.8 mm single-port feed point as the base geometry.,offset_cross_pifa,5.8,8.6,8.0,4.0,4.0,7.8,5.0,4.2,10.4,0.35,0.55,0.45,21.4,44.0,8.0,0.3,0.55,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h5p8_l8p6_sep10p0_feed7p80_P1A_native_s_parameters.csv,"dB(S(P1A,P1A)) []",8.0,-4.14789233377715,False,130.0,40.0,550,-18.9834860083095,85.0,270.0,-15.346561183785942,-8.813123042012737,-0.015409455386090396,False,15
offset_pifa_h5p8_l8p6_sep10p0_feed7p80,P1B,V,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_offset_pifa_h5p8_l8p6_sep10p0_feed7p80_P1B.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_offset_pifa_h5p8_l8p6_sep10p0_feed7p80_P1B_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h5p8_l8p6_sep10p0_feed7p80_P1B_native_field_components.csv,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h5p8_l8p6_sep10p0_feed7p80_P1B_native_farfield_default.csv,offset_pifa_h5p8_l8p6_sep10p0_feed7p80,Separated pair using the high-gain h=5.8 mm single-port feed point as the base geometry.,offset_cross_pifa,5.8,8.6,8.0,4.0,4.0,7.8,5.0,4.2,10.4,0.35,0.55,0.45,21.4,44.0,8.0,0.3,0.55,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h5p8_l8p6_sep10p0_feed7p80_P1B_native_s_parameters.csv,"dB(S(P1B,P1B)) []",8.0,-2.76168418694335,False,20.0,290.0,550,-6.71048657005474,65.0,250.0,-28.29244316907493,-8.557874545673588,6.375438405235313,False,15
offset_pifa_h6p5_l8p4_sep10p0_feed7p90,P1A,H,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_offset_pifa_h6p5_l8p4_sep10p0_feed7p90_P1A.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_offset_pifa_h6p5_l8p4_sep10p0_feed7p90_P1A_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h6p5_l8p4_sep10p0_feed7p90_P1A_native_field_components.csv,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h6p5_l8p4_sep10p0_feed7p90_P1A_native_farfield_default.csv,offset_pifa_h6p5_l8p4_sep10p0_feed7p90,Separated pair using the strongest single-port low-elevation gain geometry as a dual-source stress test.,offset_cross_pifa,6.5,8.4,8.0,4.0,4.0,7.9,5.0,4.2,10.4,0.35,0.55,0.45,21.4,44.0,8.0,0.3,0.55,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h6p5_l8p4_sep10p0_feed7p90_P1A_native_s_parameters.csv,"dB(S(P1A,P1A)) []",8.0,-4.10539809543181,False,130.0,40.0,550,-16.1962738398084,90.0,290.0,-15.452954822429906,-10.638767769318658,-0.5896883821119404,False,16
offset_pifa_h6p5_l8p4_sep10p0_feed7p90,P1B,V,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_offset_pifa_h6p5_l8p4_sep10p0_feed7p90_P1B.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_offset_pifa_h6p5_l8p4_sep10p0_feed7p90_P1B_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h6p5_l8p4_sep10p0_feed7p90_P1B_native_field_components.csv,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h6p5_l8p4_sep10p0_feed7p90_P1B_native_farfield_default.csv,offset_pifa_h6p5_l8p4_sep10p0_feed7p90,Separated pair using the strongest single-port low-elevation gain geometry as a dual-source stress test.,offset_cross_pifa,6.5,8.4,8.0,4.0,4.0,7.9,5.0,4.2,10.4,0.35,0.55,0.45,21.4,44.0,8.0,0.3,0.55,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h6p5_l8p4_sep10p0_feed7p90_P1B_native_s_parameters.csv,"dB(S(P1B,P1B)) []",8.0,-2.94514391767396,False,20.0,290.0,550,-7.40260333870034,65.0,255.0,-30.396822134303708,-8.06794820961201,7.62105058470432,False,16
offset_pifa_h6p5_l8p4_sep12p0_feed7p90,P1A,H,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_offset_pifa_h6p5_l8p4_sep12p0_feed7p90_P1A.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_offset_pifa_h6p5_l8p4_sep12p0_feed7p90_P1A_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h6p5_l8p4_sep12p0_feed7p90_P1A_native_field_components.csv,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h6p5_l8p4_sep12p0_feed7p90_P1A_native_farfield_default.csv,offset_pifa_h6p5_l8p4_sep12p0_feed7p90,Higher-gain h=6.5 mm pair with larger separation to reduce mutual loading.,offset_cross_pifa,6.5,8.4,8.0,4.0,4.0,7.9,6.0,4.2,10.4,0.35,0.55,0.45,21.4,44.0,8.0,0.3,0.55,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h6p5_l8p4_sep12p0_feed7p90_P1A_native_s_parameters.csv,"dB(S(P1A,P1A)) []",8.0,-3.79112171926048,False,120.0,30.0,550,-14.938791825029,90.0,300.0,-23.98671392307842,-11.4260920027771,-0.8729588898353504,False,17
offset_pifa_h6p5_l8p4_sep12p0_feed7p90,P1B,V,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_offset_pifa_h6p5_l8p4_sep12p0_feed7p90_P1B.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_offset_pifa_h6p5_l8p4_sep12p0_feed7p90_P1B_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h6p5_l8p4_sep12p0_feed7p90_P1B_native_field_components.csv,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h6p5_l8p4_sep12p0_feed7p90_P1B_native_farfield_default.csv,offset_pifa_h6p5_l8p4_sep12p0_feed7p90,Higher-gain h=6.5 mm pair with larger separation to reduce mutual loading.,offset_cross_pifa,6.5,8.4,8.0,4.0,4.0,7.9,6.0,4.2,10.4,0.35,0.55,0.45,21.4,44.0,8.0,0.3,0.55,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\offset_pifa_h6p5_l8p4_sep12p0_feed7p90_P1B_native_s_parameters.csv,"dB(S(P1B,P1B)) []",8.0,-2.49992552206229,False,20.0,290.0,550,-8.35517045917437,70.0,120.0,-30.73457515654061,-9.55368781355179,5.830050795324845,False,17
mirror_pifa_h3p5_l8p8_sep17p0_feed8p40,P1A,H,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_mirror_pifa_h3p5_l8p8_sep17p0_feed8p40_P1A.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_mirror_pifa_h3p5_l8p8_sep17p0_feed8p40_P1A_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\mirror_pifa_h3p5_l8p8_sep17p0_feed8p40_P1A_native_field_components.csv,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\mirror_pifa_h3p5_l8p8_sep17p0_feed8p40_P1A_native_farfield_default.csv,mirror_pifa_h3p5_l8p8_sep17p0_feed8p40,Physically separated mirror-oriented PIFA pair; the two low-elevation units are calibrated as separate phase centers instead of forced co-located dual polarization.,offset_mirror_pifa,3.5,8.8,8.0,4.0,6.0,8.4,8.5,4.2,10.4,0.35,0.55,0.45,21.4,44.0,8.0,0.3,0.55,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\mirror_pifa_h3p5_l8p8_sep17p0_feed8p40_P1A_native_s_parameters.csv,"dB(S(P1A,P1A)) []",8.0,-8.39623208530573,False,290.0,200.0,550,-7.48881209116838,70.0,100.0,-32.99986765655444,-15.516108188200366,-3.7695574205071356,False,18
mirror_pifa_h3p5_l8p8_sep17p0_feed8p40,P1B,V,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_mirror_pifa_h3p5_l8p8_sep17p0_feed8p40_P1B.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_mirror_pifa_h3p5_l8p8_sep17p0_feed8p40_P1B_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\mirror_pifa_h3p5_l8p8_sep17p0_feed8p40_P1B_native_field_components.csv,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\mirror_pifa_h3p5_l8p8_sep17p0_feed8p40_P1B_native_farfield_default.csv,mirror_pifa_h3p5_l8p8_sep17p0_feed8p40,Physically separated mirror-oriented PIFA pair; the two low-elevation units are calibrated as separate phase centers instead of forced co-located dual polarization.,offset_mirror_pifa,3.5,8.8,8.0,4.0,6.0,8.4,8.5,4.2,10.4,0.35,0.55,0.45,21.4,44.0,8.0,0.3,0.55,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\mirror_pifa_h3p5_l8p8_sep17p0_feed8p40_P1B_native_s_parameters.csv,"dB(S(P1B,P1B)) []",8.0,-8.25898601464286,False,200.0,110.0,550,-7.03351348814072,90.0,110.0,-50.79852414041156,-7.235038892809599,6.640884976052714,False,18
mirror_pifa_h3p5_l8p8_sep19p0_feed8p40,P1A,H,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_mirror_pifa_h3p5_l8p8_sep19p0_feed8p40_P1A.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_mirror_pifa_h3p5_l8p8_sep19p0_feed8p40_P1A_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\mirror_pifa_h3p5_l8p8_sep19p0_feed8p40_P1A_native_field_components.csv,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\mirror_pifa_h3p5_l8p8_sep19p0_feed8p40_P1A_native_farfield_default.csv,mirror_pifa_h3p5_l8p8_sep19p0_feed8p40,Increase the physical separation of the mirror pair to reduce coupling while staying on the 44 mm board.,offset_mirror_pifa,3.5,8.8,8.0,4.0,6.0,8.4,9.5,4.2,10.4,0.35,0.55,0.45,21.4,44.0,8.0,0.3,0.55,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\mirror_pifa_h3p5_l8p8_sep19p0_feed8p40_P1A_native_s_parameters.csv,"dB(S(P1A,P1A)) []",8.0,-9.12255698890224,False,295.0,205.0,550,-6.94505730773248,65.0,100.0,-42.49879052134943,-14.361001930405271,-3.5133334217630576,False,19
mirror_pifa_h3p5_l8p8_sep19p0_feed8p40,P1B,V,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_mirror_pifa_h3p5_l8p8_sep19p0_feed8p40_P1B.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_mirror_pifa_h3p5_l8p8_sep19p0_feed8p40_P1B_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\mirror_pifa_h3p5_l8p8_sep19p0_feed8p40_P1B_native_field_components.csv,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\mirror_pifa_h3p5_l8p8_sep19p0_feed8p40_P1B_native_farfield_default.csv,mirror_pifa_h3p5_l8p8_sep19p0_feed8p40,Increase the physical separation of the mirror pair to reduce coupling while staying on the 44 mm board.,offset_mirror_pifa,3.5,8.8,8.0,4.0,6.0,8.4,9.5,4.2,10.4,0.35,0.55,0.45,21.4,44.0,8.0,0.3,0.55,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\mirror_pifa_h3p5_l8p8_sep19p0_feed8p40_P1B_native_s_parameters.csv,"dB(S(P1B,P1B)) []",8.0,-9.54322361731574,False,200.0,110.0,550,-7.06551127975154,60.0,260.0,-50.68324795917696,-7.438367972423931,6.197722690214383,False,19
parallel_pifa_h3p5_l8p8_sep17p0_feed8p40,P1A,H,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_parallel_pifa_h3p5_l8p8_sep17p0_feed8p40_P1A.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_parallel_pifa_h3p5_l8p8_sep17p0_feed8p40_P1A_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\parallel_pifa_h3p5_l8p8_sep17p0_feed8p40_P1A_native_field_components.csv,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\parallel_pifa_h3p5_l8p8_sep17p0_feed8p40_P1A_native_farfield_default.csv,parallel_pifa_h3p5_l8p8_sep17p0_feed8p40,Physically separated parallel-oriented PIFA pair for checking whether identical unit orientation preserves the single-port low-elevation pattern better than mirror orientation.,offset_parallel_pifa,3.5,8.8,8.0,4.0,6.0,8.4,8.5,4.2,10.4,0.35,0.55,0.45,21.4,44.0,8.0,0.3,0.55,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\parallel_pifa_h3p5_l8p8_sep17p0_feed8p40_P1A_native_s_parameters.csv,"dB(S(P1A,P1A)) []",8.0,-8.21304979121276,False,115.0,25.0,550,-8.40043034834803,45.0,215.0,-18.769918431110572,-10.680297027164302,-0.6883475512264858,False,20
parallel_pifa_h3p5_l8p8_sep17p0_feed8p40,P1B,V,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_parallel_pifa_h3p5_l8p8_sep17p0_feed8p40_P1B.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_parallel_pifa_h3p5_l8p8_sep17p0_feed8p40_P1B_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\parallel_pifa_h3p5_l8p8_sep17p0_feed8p40_P1B_native_field_components.csv,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\parallel_pifa_h3p5_l8p8_sep17p0_feed8p40_P1B_native_farfield_default.csv,parallel_pifa_h3p5_l8p8_sep17p0_feed8p40,Physically separated parallel-oriented PIFA pair for checking whether identical unit orientation preserves the single-port low-elevation pattern better than mirror orientation.,offset_parallel_pifa,3.5,8.8,8.0,4.0,6.0,8.4,8.5,4.2,10.4,0.35,0.55,0.45,21.4,44.0,8.0,0.3,0.55,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\parallel_pifa_h3p5_l8p8_sep17p0_feed8p40_P1B_native_s_parameters.csv,"dB(S(P1B,P1B)) []",8.0,-10.5028602989609,True,20.0,290.0,550,-7.27830916309254,80.0,120.0,-37.416386150813395,-6.585733023205114,8.993108806788669,False,20
mirror_pifa_h4p0_l8p8_sep17p0_feed8p40,P1A,H,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_mirror_pifa_h4p0_l8p8_sep17p0_feed8p40_P1A.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_mirror_pifa_h4p0_l8p8_sep17p0_feed8p40_P1A_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\mirror_pifa_h4p0_l8p8_sep17p0_feed8p40_P1A_native_field_components.csv,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\mirror_pifa_h4p0_l8p8_sep17p0_feed8p40_P1A_native_farfield_default.csv,mirror_pifa_h4p0_l8p8_sep17p0_feed8p40,Slightly taller mirror pair to test whether extra height recovers low-elevation gain after physical separation.,offset_mirror_pifa,4.0,8.8,8.0,4.0,6.0,8.4,8.5,4.2,10.4,0.35,0.55,0.45,21.4,44.0,8.0,0.3,0.55,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\mirror_pifa_h4p0_l8p8_sep17p0_feed8p40_P1A_native_s_parameters.csv,"dB(S(P1A,P1A)) []",8.0,-4.89432426456263,False,295.0,205.0,550,-7.96883774888032,55.0,100.0,-22.012846791052123,-10.505642438005868,-2.7951198048246333,False,21
mirror_pifa_h4p0_l8p8_sep17p0_feed8p40,P1B,V,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_mirror_pifa_h4p0_l8p8_sep17p0_feed8p40_P1B.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\UWB_CH9_D44_ME_DUALPOL_SINGLE_ELEMENT_mirror_pifa_h4p0_l8p8_sep17p0_feed8p40_P1B_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\mirror_pifa_h4p0_l8p8_sep17p0_feed8p40_P1B_native_field_components.csv,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\mirror_pifa_h4p0_l8p8_sep17p0_feed8p40_P1B_native_farfield_default.csv,mirror_pifa_h4p0_l8p8_sep17p0_feed8p40,Slightly taller mirror pair to test whether extra height recovers low-elevation gain after physical separation.,offset_mirror_pifa,4.0,8.8,8.0,4.0,6.0,8.4,8.5,4.2,10.4,0.35,0.55,0.45,21.4,44.0,8.0,0.3,0.55,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_me_dualpol_single_element\mirror_pifa_h4p0_l8p8_sep17p0_feed8p40_P1B_native_s_parameters.csv,"dB(S(P1B,P1B)) []",8.0,-4.99546613758403,False,15.0,285.0,550,-7.76903899141895,55.0,260.0,-38.97006193371685,-6.913674984125812,6.7673409962029085,False,21
