freq_ghz,phi_deg,theta_deg,linear_pol_deg,channel_set,baseline,pdoa_deg,pdoa_unwrapped_deg,left_mag_rel_db,right_mag_rel_db,valid
7.738000,75.000000,105.000000,135.000000,A_feed_only,E2-E4,113.825463,473.825463,-14.221093,-14.892023,True
7.738000,75.000000,110.000000,135.000000,A_feed_only,E2-E4,125.628724,485.628724,-15.068130,-13.577077,True
7.738000,75.000000,115.000000,135.000000,A_feed_only,E2-E4,127.338136,487.338136,-15.871746,-11.955111,True
7.738000,75.000000,120.000000,135.000000,A_feed_only,E2-E4,119.727961,479.727961,-16.373281,-10.478648,True
7.738000,75.000000,125.000000,135.000000,A_feed_only,E2-E4,105.330295,465.330295,-16.136562,-9.302443,True
7.738000,75.000000,130.000000,135.000000,A_feed_only,E2-E4,88.914568,448.914568,-14.939477,-8.473099,True
7.738000,75.000000,135.000000,135.000000,A_feed_only,E2-E4,74.644456,434.644456,-13.116597,-8.016068,True
7.738000,75.000000,140.000000,135.000000,A_feed_only,E2-E4,63.565417,423.565417,-11.173124,-7.968455,True
7.738000,75.000000,145.000000,135.000000,A_feed_only,E2-E4,55.077511,415.077511,-9.425182,-8.399507,True
7.738000,75.000000,150.000000,135.000000,A_feed_only,E2-E4,48.592908,408.592908,-8.020130,-9.440813,True
7.738000,75.000000,155.000000,135.000000,A_feed_only,E2-E4,44.197895,404.197895,-7.029983,-11.357286,True
7.738000,75.000000,160.000000,135.000000,A_feed_only,E2-E4,43.729990,403.729990,-6.503701,-14.766711,True
7.738000,75.000000,165.000000,135.000000,A_feed_only,E2-E4,60.042677,420.042677,-6.492447,-21.412620,True
7.738000,75.000000,170.000000,135.000000,A_feed_only,E2-E4,151.024705,511.024705,-7.069002,-22.488798,True
7.738000,75.000000,175.000000,135.000000,A_feed_only,E2-E4,174.846109,534.846109,-8.358134,-14.849776,True
7.738000,75.000000,180.000000,135.000000,A_feed_only,E2-E4,178.385252,538.385252,-10.608257,-10.812003,True
7.738000,75.000000,185.000000,135.000000,A_feed_only,E2-E4,-178.568680,541.431320,-14.411321,-8.471425,True
7.738000,75.000000,190.000000,135.000000,A_feed_only,E2-E4,-160.307354,559.692646,-21.446431,-7.142260,True
7.738000,75.000000,195.000000,135.000000,A_feed_only,E2-E4,-70.258658,649.741342,-22.814760,-6.540270,True
7.738000,75.000000,200.000000,135.000000,A_feed_only,E2-E4,-47.573144,672.426856,-15.665324,-6.522149,True
7.738000,75.000000,205.000000,135.000000,A_feed_only,E2-E4,-46.862459,673.137541,-11.978088,-7.004805,True
7.738000,75.000000,210.000000,135.000000,A_feed_only,E2-E4,-50.712850,669.287150,-9.893402,-7.932846,True
7.738000,75.000000,215.000000,135.000000,A_feed_only,E2-E4,-56.825744,663.174256,-8.719922,-9.258680,True
7.738000,75.000000,220.000000,135.000000,A_feed_only,E2-E4,-65.027844,654.972156,-8.167784,-10.917004,True
7.738000,75.000000,225.000000,135.000000,A_feed_only,E2-E4,-75.895290,644.104710,-8.093449,-12.771817,True
7.738000,75.000000,230.000000,135.000000,A_feed_only,E2-E4,-90.069829,629.930171,-8.419695,-14.519510,True
7.738000,75.000000,235.000000,135.000000,A_feed_only,E2-E4,-106.605957,613.394043,-9.103015,-15.657397,True
7.738000,75.000000,240.000000,135.000000,A_feed_only,E2-E4,-121.408916,598.591084,-10.113308,-15.838790,True
7.738000,75.000000,245.000000,135.000000,A_feed_only,E2-E4,-129.763078,590.236922,-11.406019,-15.284116,True
7.738000,75.000000,250.000000,135.000000,A_feed_only,E2-E4,-129.385941,590.614059,-12.856413,-14.442188,True
7.738000,75.000000,255.000000,135.000000,A_feed_only,E2-E4,-119.708419,600.291581,-14.119030,-13.580134,True
7.738000,75.000000,260.000000,135.000000,A_feed_only,E2-E4,-102.375947,617.624053,-14.559726,-12.781524,True
7.738000,75.000000,265.000000,135.000000,A_feed_only,E2-E4,-82.870184,637.129816,-13.795159,-12.043539,True
7.738000,75.000000,270.000000,135.000000,A_feed_only,E2-E4,-66.079685,653.920315,-12.232962,-11.331566,True
7.738000,75.000000,275.000000,135.000000,A_feed_only,E2-E4,-52.582539,667.417461,-10.451119,-10.601725,True
7.738000,75.000000,280.000000,135.000000,A_feed_only,E2-E4,-41.161472,678.838528,-8.730744,-9.812137,True
7.738000,75.000000,285.000000,135.000000,A_feed_only,E2-E4,-30.813979,689.186021,-7.152360,-8.932324,True
7.738000,75.000000,290.000000,135.000000,A_feed_only,E2-E4,-21.035467,698.964533,-5.727492,-7.951802,True
7.738000,75.000000,295.000000,135.000000,A_feed_only,E2-E4,-11.630847,708.369153,-4.453920,-6.884403,True
7.738000,75.000000,300.000000,135.000000,A_feed_only,E2-E4,-2.514593,717.485407,-3.332383,-5.765362,True
7.738000,75.000000,305.000000,135.000000,A_feed_only,E2-E4,6.415946,726.415946,-2.369449,-4.642559,True
7.738000,75.000000,310.000000,135.000000,A_feed_only,E2-E4,15.333925,735.333925,-1.575790,-3.566597,True
7.738000,75.000000,315.000000,135.000000,A_feed_only,E2-E4,24.489155,744.489155,-0.963085,-2.583616,True
7.738000,75.000000,320.000000,135.000000,A_feed_only,E2-E4,34.196087,754.196087,-0.540671,-1.731815,True
7.738000,75.000000,325.000000,135.000000,A_feed_only,E2-E4,44.822309,764.822309,-0.312118,-1.040636,True
7.738000,75.000000,330.000000,135.000000,A_feed_only,E2-E4,56.783785,776.783785,-0.271304,-0.531070,True
7.738000,75.000000,335.000000,135.000000,A_feed_only,E2-E4,70.541580,790.541580,-0.396949,-0.215697,True
7.738000,75.000000,340.000000,135.000000,A_feed_only,E2-E4,86.579394,806.579394,-0.644703,-0.097344,True
7.738000,75.000000,345.000000,135.000000,A_feed_only,E2-E4,105.319320,825.319320,-0.938621,-0.165297,True
7.738000,75.000000,350.000000,135.000000,A_feed_only,E2-E4,126.928870,846.928870,-1.172250,-0.388411,True
7.738000,75.000000,355.000000,135.000000,A_feed_only,E2-E4,151.058637,871.058637,-1.238449,-0.706495,True
7.738000,75.000000,360.000000,135.000000,A_feed_only,E2-E4,176.727863,896.727863,-1.089087,-1.027101,True
7.738000,75.000000,0.000000,0.000000,A_feed_only,E1-E2,23.639277,23.639277,-12.024923,-0.546513,True
7.738000,75.000000,5.000000,0.000000,A_feed_only,E1-E2,16.018941,16.018941,-11.529057,-0.335470,True
7.738000,75.000000,10.000000,0.000000,A_feed_only,E1-E2,8.198323,8.198323,-11.039970,-0.128924,True
7.738000,75.000000,15.000000,0.000000,A_feed_only,E1-E2,0.270807,0.270807,-10.615963,0.000000,True
7.738000,75.000000,20.000000,0.000000,A_feed_only,E1-E2,-7.689852,-7.689852,-10.302625,-0.001161,True
7.738000,75.000000,25.000000,0.000000,A_feed_only,E1-E2,-15.626823,-15.626823,-10.129568,-0.160218,True
7.738000,75.000000,30.000000,0.000000,A_feed_only,E1-E2,-23.503075,-23.503075,-10.112034,-0.483013,True
7.738000,75.000000,35.000000,0.000000,A_feed_only,E1-E2,-31.298055,-31.298055,-10.253673,-0.958099,True
7.738000,75.000000,40.000000,0.000000,A_feed_only,E1-E2,-38.994468,-38.994468,-10.549124,-1.561649,True
7.738000,75.000000,45.000000,0.000000,A_feed_only,E1-E2,-46.559743,-46.559743,-10.986364,-2.262380,True
7.738000,75.000000,50.000000,0.000000,A_feed_only,E1-E2,-53.931030,-53.931030,-11.549028,-3.026557,True
7.738000,75.000000,55.000000,0.000000,A_feed_only,E1-E2,-61.012244,-61.012244,-12.218615,-3.822780,True
7.738000,75.000000,60.000000,0.000000,A_feed_only,E1-E2,-67.687400,-67.687400,-12.976392,-4.625848,True
7.738000,75.000000,65.000000,0.000000,A_feed_only,E1-E2,-73.848284,-73.848284,-13.804742,-5.418957,True
7.738000,75.000000,70.000000,0.000000,A_feed_only,E1-E2,-79.429778,-79.429778,-14.687879,-6.194079,True
7.738000,75.000000,75.000000,0.000000,A_feed_only,E1-E2,-84.445559,-84.445559,-15.611813,-6.951059,True
7.738000,75.000000,80.000000,0.000000,A_feed_only,E1-E2,-89.019222,-89.019222,-16.563210,-7.696366,True
7.738000,75.000000,85.000000,0.000000,A_feed_only,E1-E2,-93.407170,-93.407170,-17.525971,-8.442350,True
7.738000,75.000000,90.000000,0.000000,A_feed_only,E1-E2,-98.003684,-98.003684,-18.472958,-9.207430,True
7.738000,75.000000,95.000000,0.000000,A_feed_only,E1-E2,-103.294641,-103.294641,-19.349322,-10.017299,True
7.738000,75.000000,100.000000,0.000000,A_feed_only,E1-E2,-109.671877,-109.671877,-20.048017,-10.906980,True
7.738000,75.000000,105.000000,0.000000,A_feed_only,E1-E2,-116.982943,-116.982943,-20.399853,-11.923268,True
7.738000,75.000000,110.000000,0.000000,A_feed_only,E1-E2,-123.925985,-123.925985,-20.234490,-13.125990,True
7.738000,75.000000,115.000000,0.000000,A_feed_only,E1-E2,-127.948991,-127.948991,-19.516510,-14.580956,True
7.738000,75.000000,120.000000,0.000000,A_feed_only,E1-E2,-125.838618,-125.838618,-18.398012,-16.312076,True
7.738000,75.000000,125.000000,0.000000,A_feed_only,E1-E2,-113.999453,-113.999453,-17.105541,-18.087621,True
7.738000,75.000000,130.000000,0.000000,A_feed_only,E1-E2,-90.828239,-90.828239,-15.822733,-18.924137,True
7.738000,75.000000,135.000000,0.000000,A_feed_only,E1-E2,-64.863399,-64.863399,-14.665582,-17.770788,True
7.738000,75.000000,140.000000,0.000000,A_feed_only,E1-E2,-46.189346,-46.189346,-13.705442,-15.519000,True
7.738000,75.000000,145.000000,0.000000,A_feed_only,E1-E2,-34.342062,-34.342062,-12.994774,-13.353179,True
7.738000,75.000000,150.000000,0.000000,A_feed_only,E1-E2,-26.364318,-26.364318,-12.584656,-11.661065,True
7.738000,75.000000,155.000000,0.000000,A_feed_only,E1-E2,-20.525391,-20.525391,-12.536738,-10.514161,True
7.738000,75.000000,160.000000,0.000000,A_feed_only,E1-E2,-16.020332,-16.020332,-12.935419,-9.931859,True
7.738000,75.000000,165.000000,0.000000,A_feed_only,E1-E2,-12.525808,-12.525808,-13.909645,-9.951106,True
7.738000,75.000000,170.000000,0.000000,A_feed_only,E1-E2,-10.032804,-10.032804,-15.687575,-10.655062,True
7.738000,75.000000,175.000000,0.000000,A_feed_only,E1-E2,-8.969085,-8.969085,-18.772316,-12.219392,True
7.738000,75.000000,180.000000,0.000000,A_feed_only,E1-E2,-11.486058,-11.486058,-24.810963,-15.049890,True
7.738000,75.000000,185.000000,0.000000,A_feed_only,E1-E2,-145.109602,-145.109602,-42.730120,-20.357594,False
7.738000,75.000000,190.000000,0.000000,A_feed_only,E1-E2,108.504461,108.504461,-23.443565,-31.571524,True
7.738000,75.000000,195.000000,0.000000,A_feed_only,E1-E2,27.086622,27.086622,-18.098359,-21.168512,True
7.738000,75.000000,200.000000,0.000000,A_feed_only,E1-E2,18.756438,18.756438,-15.219481,-15.694740,True
7.738000,75.000000,205.000000,0.000000,A_feed_only,E1-E2,15.761936,15.761936,-13.493416,-12.805002,True
7.738000,75.000000,210.000000,0.000000,A_feed_only,E1-E2,13.615741,13.615741,-12.481809,-11.113303,True
7.738000,75.000000,215.000000,0.000000,A_feed_only,E1-E2,11.301275,11.301275,-11.980948,-10.141017,True
7.738000,75.000000,220.000000,0.000000,A_feed_only,E1-E2,8.395711,8.395711,-11.878872,-9.656743,True
7.738000,75.000000,225.000000,0.000000,A_feed_only,E1-E2,4.624123,4.624123,-12.108592,-9.519502,True
7.738000,75.000000,230.000000,0.000000,A_feed_only,E1-E2,-0.255777,-0.255777,-12.629603,-9.622789,True
7.738000,75.000000,235.000000,0.000000,A_feed_only,E1-E2,-6.469930,-6.469930,-13.420415,-9.866649,True
7.738000,75.000000,240.000000,0.000000,A_feed_only,E1-E2,-14.171549,-14.171549,-14.477000,-10.141148,True
7.738000,75.000000,245.000000,0.000000,A_feed_only,E1-E2,-23.313812,-23.313812,-15.816271,-10.322821,True
7.738000,75.000000,250.000000,0.000000,A_feed_only,E1-E2,-33.513270,-33.513270,-17.486838,-10.293600,True
7.738000,75.000000,255.000000,0.000000,A_feed_only,E1-E2,-44.066395,-44.066395,-19.595147,-9.980706,True
7.738000,75.000000,260.000000,0.000000,A_feed_only,E1-E2,-54.232286,-54.232286,-22.374586,-9.386361,True
7.738000,75.000000,265.000000,0.000000,A_feed_only,E1-E2,-63.664630,-63.664630,-26.418470,-8.574740,True
7.738000,75.000000,270.000000,0.000000,A_feed_only,E1-E2,-73.489976,-73.489976,-34.016302,-7.630283,True
7.738000,75.000000,275.000000,0.000000,A_feed_only,E1-E2,113.507135,113.507135,-42.304841,-6.625533,False
7.738000,75.000000,280.000000,0.000000,A_feed_only,E1-E2,100.216665,100.216665,-29.222251,-5.611862,True
7.738000,75.000000,285.000000,0.000000,A_feed_only,E1-E2,94.237059,94.237059,-24.283430,-4.623671,True
7.738000,75.000000,290.000000,0.000000,A_feed_only,E1-E2,89.255201,89.255201,-21.227882,-3.685489,True
7.738000,75.000000,295.000000,0.000000,A_feed_only,E1-E2,84.728313,84.728313,-19.062373,-2.817396,True
7.738000,75.000000,300.000000,0.000000,A_feed_only,E1-E2,80.475070,80.475070,-17.442770,-2.038027,True
7.738000,75.000000,305.000000,0.000000,A_feed_only,E1-E2,76.421323,76.421323,-16.211966,-1.365560,True
7.738000,75.000000,310.000000,0.000000,A_feed_only,E1-E2,72.538846,72.538846,-15.283689,-0.817249,True
7.738000,75.000000,315.000000,0.000000,A_feed_only,E1-E2,68.809569,68.809569,-14.600578,-0.407849,True
7.738000,75.000000,320.000000,0.000000,A_feed_only,E1-E2,65.193808,65.193808,-14.115809,-0.147092,True
7.738000,75.000000,325.000000,0.000000,A_feed_only,E1-E2,61.602226,61.602226,-13.784732,-0.036266,True
7.738000,75.000000,330.000000,0.000000,A_feed_only,E1-E2,57.880192,57.880192,-13.561885,-0.063935,True
7.738000,75.000000,335.000000,0.000000,A_feed_only,E1-E2,53.817614,53.817614,-13.400726,-0.201246,True
7.738000,75.000000,340.000000,0.000000,A_feed_only,E1-E2,49.192713,49.192713,-13.253997,-0.398658,True
7.738000,75.000000,345.000000,0.000000,A_feed_only,E1-E2,43.841679,43.841679,-13.074686,-0.588513,True
7.738000,75.000000,350.000000,0.000000,A_feed_only,E1-E2,37.722942,37.722942,-12.821064,-0.699727,True
7.738000,75.000000,355.000000,0.000000,A_feed_only,E1-E2,30.930931,30.930931,-12.468870,-0.685139,True
7.738000,75.000000,360.000000,0.000000,A_feed_only,E1-E2,23.639277,23.639277,-12.024923,-0.546513,True
7.738000,75.000000,0.000000,45.000000,A_feed_only,E1-E2,165.727516,165.727516,-4.540926,-0.303863,True
7.738000,75.000000,5.000000,45.000000,A_feed_only,E1-E2,155.662528,155.662528,-4.651979,-0.161556,True
7.738000,75.000000,10.000000,45.000000,A_feed_only,E1-E2,146.280134,146.280134,-4.852100,-0.046824,True
7.738000,75.000000,15.000000,45.000000,A_feed_only,E1-E2,137.525007,137.525007,-5.153422,0.000000,True
7.738000,75.000000,20.000000,45.000000,A_feed_only,E1-E2,129.263114,129.263114,-5.562456,-0.048717,True
7.738000,75.000000,25.000000,45.000000,A_feed_only,E1-E2,121.318197,121.318197,-6.078488,-0.206762,True
7.738000,75.000000,30.000000,45.000000,A_feed_only,E1-E2,113.501704,113.501704,-6.694149,-0.475050,True
7.738000,75.000000,35.000000,45.000000,A_feed_only,E1-E2,105.640427,105.640427,-7.397190,-0.843957,True
7.738000,75.000000,40.000000,45.000000,A_feed_only,E1-E2,97.600756,97.600756,-8.172351,-1.296808,True
7.738000,75.000000,45.000000,45.000000,A_feed_only,E1-E2,89.304816,89.304816,-9.002538,-1.814128,True
7.738000,75.000000,50.000000,45.000000,A_feed_only,E1-E2,80.734752,80.734752,-9.869150,-2.377788,True
7.738000,75.000000,55.000000,45.000000,A_feed_only,E1-E2,71.926653,71.926653,-10.752050,-2.973933,True
7.738000,75.000000,60.000000,45.000000,A_feed_only,E1-E2,62.960673,62.960673,-11.630089,-3.594017,True
7.738000,75.000000,65.000000,45.000000,A_feed_only,E1-E2,53.953484,53.953484,-12.483178,-4.234122,True
7.738000,75.000000,70.000000,45.000000,A_feed_only,E1-E2,45.052355,45.052355,-13.296374,-4.893518,True
7.738000,75.000000,75.000000,45.000000,A_feed_only,E1-E2,36.422737,36.422737,-14.065403,-5.573556,True
7.738000,75.000000,80.000000,45.000000,A_feed_only,E1-E2,28.221108,28.221108,-14.801949,-6.277539,True
7.738000,75.000000,85.000000,45.000000,A_feed_only,E1-E2,20.552786,20.552786,-15.536951,-7.011734,True
7.738000,75.000000,90.000000,45.000000,A_feed_only,E1-E2,13.420790,13.420790,-16.321521,-7.787340,True
7.738000,75.000000,95.000000,45.000000,A_feed_only,E1-E2,6.663978,6.663978,-17.227073,-8.623148,True
7.738000,75.000000,100.000000,45.000000,A_feed_only,E1-E2,-0.148173,-0.148173,-18.346784,-9.548779,True
7.738000,75.000000,105.000000,45.000000,A_feed_only,E1-E2,-7.969113,-7.969113,-19.795373,-10.608700,True
7.738000,75.000000,110.000000,45.000000,A_feed_only,E1-E2,-18.950134,-18.950134,-21.670824,-11.867829,True
7.738000,75.000000,115.000000,45.000000,A_feed_only,E1-E2,-37.721863,-37.721863,-23.749050,-13.420163,True
7.738000,75.000000,120.000000,45.000000,A_feed_only,E1-E2,-67.281302,-67.281302,-24.393227,-15.400319,True
7.738000,75.000000,125.000000,45.000000,A_feed_only,E1-E2,-89.998502,-89.998502,-22.052601,-17.974638,True
7.738000,75.000000,130.000000,45.000000,A_feed_only,E1-E2,-88.538666,-88.538666,-18.781071,-21.080791,True
7.738000,75.000000,135.000000,45.000000,A_feed_only,E1-E2,-60.728416,-60.728416,-15.927961,-22.850869,True
7.738000,75.000000,140.000000,45.000000,A_feed_only,E1-E2,-30.622880,-30.622880,-13.660901,-20.820213,True
7.738000,75.000000,145.000000,45.000000,A_feed_only,E1-E2,-16.038604,-16.038604,-11.934643,-17.900229,True
7.738000,75.000000,150.000000,45.000000,A_feed_only,E1-E2,-9.586509,-9.586509,-10.706053,-15.704754,True
7.738000,75.000000,155.000000,45.000000,A_feed_only,E1-E2,-6.431899,-6.431899,-9.955376,-14.310498,True
7.738000,75.000000,160.000000,45.000000,A_feed_only,E1-E2,-4.767207,-4.767207,-9.682108,-13.649689,True
7.738000,75.000000,165.000000,45.000000,A_feed_only,E1-E2,-3.917171,-3.917171,-9.902477,-13.721136,True
7.738000,75.000000,170.000000,45.000000,A_feed_only,E1-E2,-3.726947,-3.726947,-10.653707,-14.624197,True
7.738000,75.000000,175.000000,45.000000,A_feed_only,E1-E2,-4.519527,-4.519527,-12.009893,-16.637115,True
7.738000,75.000000,180.000000,45.000000,A_feed_only,E1-E2,-7.929447,-7.929447,-14.123739,-20.542489,True
7.738000,75.000000,185.000000,45.000000,A_feed_only,E1-E2,-28.887460,-28.887460,-17.349015,-29.640318,True
7.738000,75.000000,190.000000,45.000000,A_feed_only,E1-E2,-152.998543,-152.998543,-22.747899,-27.037753,True
7.738000,75.000000,195.000000,45.000000,A_feed_only,E1-E2,-155.410951,-155.410951,-37.760367,-19.206339,False
7.738000,75.000000,200.000000,45.000000,A_feed_only,E1-E2,-1.242060,-1.242060,-27.485748,-15.399488,True
7.738000,75.000000,205.000000,45.000000,A_feed_only,E1-E2,-3.217219,-3.217219,-21.021601,-13.125745,True
7.738000,75.000000,210.000000,45.000000,A_feed_only,E1-E2,-7.270932,-7.270932,-17.930378,-11.681718,True
7.738000,75.000000,215.000000,45.000000,A_feed_only,E1-E2,-12.270036,-12.270036,-16.125873,-10.751902,True
7.738000,75.000000,220.000000,45.000000,A_feed_only,E1-E2,-18.018932,-18.018932,-15.017639,-10.151942,True
7.738000,75.000000,225.000000,45.000000,A_feed_only,E1-E2,-24.382709,-24.382709,-14.343976,-9.755138,True
7.738000,75.000000,230.000000,45.000000,A_feed_only,E1-E2,-31.224900,-31.224900,-13.956333,-9.466473,True
7.738000,75.000000,235.000000,45.000000,A_feed_only,E1-E2,-38.401906,-38.401906,-13.753484,-9.212519,True
7.738000,75.000000,240.000000,45.000000,A_feed_only,E1-E2,-45.756827,-45.756827,-13.656904,-8.937376,True
7.738000,75.000000,245.000000,45.000000,A_feed_only,E1-E2,-53.110037,-53.110037,-13.601738,-8.601289,True
7.738000,75.000000,250.000000,45.000000,A_feed_only,E1-E2,-60.257250,-60.257250,-13.534755,-8.180445,True
7.738000,75.000000,255.000000,45.000000,A_feed_only,E1-E2,-66.985996,-66.985996,-13.415250,-7.666516,True
7.738000,75.000000,260.000000,45.000000,A_feed_only,E1-E2,-73.109678,-73.109678,-13.216296,-7.064649,True
7.738000,75.000000,265.000000,45.000000,A_feed_only,E1-E2,-78.504690,-78.504690,-12.924662,-6.389766,True
7.738000,75.000000,270.000000,45.000000,A_feed_only,E1-E2,-83.133405,-83.133405,-12.538818,-5.662304,True
7.738000,75.000000,275.000000,45.000000,A_feed_only,E1-E2,-87.045283,-87.045283,-12.065585,-4.904760,True
7.738000,75.000000,280.000000,45.000000,A_feed_only,E1-E2,-90.360608,-90.360608,-11.516594,-4.139643,True
7.738000,75.000000,285.000000,45.000000,A_feed_only,E1-E2,-93.247434,-93.247434,-10.905580,-3.388619,True
7.738000,75.000000,290.000000,45.000000,A_feed_only,E1-E2,-95.900791,-95.900791,-10.246973,-2.672299,True
7.738000,75.000000,295.000000,45.000000,A_feed_only,E1-E2,-98.527913,-98.527913,-9.555746,-2.010215,True
7.738000,75.000000,300.000000,45.000000,A_feed_only,E1-E2,-101.338441,-101.338441,-8.848063,-1.420725,True
7.738000,75.000000,305.000000,45.000000,A_feed_only,E1-E2,-104.536838,-104.536838,-8.142027,-0.920699,True
7.738000,75.000000,310.000000,45.000000,A_feed_only,E1-E2,-108.315315,-108.315315,-7.457803,-0.524811,True
7.738000,75.000000,315.000000,45.000000,A_feed_only,E1-E2,-112.847730,-112.847730,-6.816615,-0.244183,True
7.738000,75.000000,320.000000,45.000000,A_feed_only,E1-E2,-118.285401,-118.285401,-6.238602,-0.084070,True
7.738000,75.000000,325.000000,45.000000,A_feed_only,E1-E2,-124.753111,-124.753111,-5.740040,-0.040451,True
7.738000,75.000000,330.000000,45.000000,A_feed_only,E1-E2,-132.338747,-132.338747,-5.330765,-0.095976,True
7.738000,75.000000,335.000000,45.000000,A_feed_only,E1-E2,-141.067227,-141.067227,-5.012733,-0.217012,True
7.738000,75.000000,340.000000,45.000000,A_feed_only,E1-E2,-150.855943,-150.855943,-4.780523,-0.355272,True
7.738000,75.000000,345.000000,45.000000,A_feed_only,E1-E2,-161.471370,-161.471370,-4.624184,-0.457807,True
7.738000,75.000000,350.000000,45.000000,A_feed_only,E1-E2,-172.532466,-172.532466,-4.533934,-0.484816,True
7.738000,75.000000,355.000000,45.000000,A_feed_only,E1-E2,176.406254,-183.593746,-4.505087,-0.426041,True
7.738000,75.000000,360.000000,45.000000,A_feed_only,E1-E2,165.727516,-194.272484,-4.540926,-0.303863,True
7.738000,75.000000,0.000000,90.000000,A_feed_only,E1-E2,154.839277,154.839277,0.000000,-11.547806,True
7.738000,75.000000,5.000000,90.000000,A_feed_only,E1-E2,145.396082,145.396082,-0.005086,-11.663794,True
7.738000,75.000000,10.000000,90.000000,A_feed_only,E1-E2,134.856753,134.856753,-0.049789,-11.805397,True
7.738000,75.000000,15.000000,90.000000,A_feed_only,E1-E2,123.361511,123.361511,-0.152801,-11.856854,True
7.738000,75.000000,20.000000,90.000000,A_feed_only,E1-E2,111.621071,111.621071,-0.333538,-11.744465,True
7.738000,75.000000,25.000000,90.000000,A_feed_only,E1-E2,100.531795,100.531795,-0.607839,-11.485923,True
7.738000,75.000000,30.000000,90.000000,A_feed_only,E1-E2,90.679119,90.679119,-0.985532,-11.170059,True
7.738000,75.000000,35.000000,90.000000,A_feed_only,E1-E2,82.186740,82.186740,-1.469846,-10.895310,True
7.738000,75.000000,40.000000,90.000000,A_feed_only,E1-E2,74.883120,74.883120,-2.058038,-10.729755,True
7.738000,75.000000,45.000000,90.000000,A_feed_only,E1-E2,68.503938,68.503938,-2.742580,-10.705949,True
7.738000,75.000000,50.000000,90.000000,A_feed_only,E1-E2,62.801990,62.801990,-3.512436,-10.831233,True
7.738000,75.000000,55.000000,90.000000,A_feed_only,E1-E2,57.579121,57.579121,-4.354216,-11.098751,True
7.738000,75.000000,60.000000,90.000000,A_feed_only,E1-E2,52.681374,52.681374,-5.253156,-11.494796,True
7.738000,75.000000,65.000000,90.000000,A_feed_only,E1-E2,47.983334,47.983334,-6.193983,-12.002870,True
7.738000,75.000000,70.000000,90.000000,A_feed_only,E1-E2,43.372981,43.372981,-7.161766,-12.605884,True
7.738000,75.000000,75.000000,90.000000,A_feed_only,E1-E2,38.740426,38.740426,-8.142828,-13.287648,True
7.738000,75.000000,80.000000,90.000000,A_feed_only,E1-E2,33.970463,33.970463,-9.125828,-14.034327,True
7.738000,75.000000,85.000000,90.000000,A_feed_only,E1-E2,28.937276,28.937276,-10.103054,-14.836033,True
7.738000,75.000000,90.000000,90.000000,A_feed_only,E1-E2,23.498522,23.498522,-11.071916,-15.688336,True
7.738000,75.000000,95.000000,90.000000,A_feed_only,E1-E2,17.484464,17.484464,-12.036602,-16.593178,True
7.738000,75.000000,100.000000,90.000000,A_feed_only,E1-E2,10.675578,10.675578,-13.009789,-17.558388,True
7.738000,75.000000,105.000000,90.000000,A_feed_only,E1-E2,2.759405,2.759405,-14.014313,-18.594723,True
7.738000,75.000000,110.000000,90.000000,A_feed_only,E1-E2,-6.744214,-6.744214,-15.084264,-19.708576,True
7.738000,75.000000,115.000000,90.000000,A_feed_only,E1-E2,-18.596321,-18.596321,-16.263108,-20.887377,True
7.738000,75.000000,120.000000,90.000000,A_feed_only,E1-E2,-33.970835,-33.970835,-17.589855,-22.074801,True
7.738000,75.000000,125.000000,90.000000,A_feed_only,E1-E2,-54.485476,-54.485476,-19.043492,-23.142910,True
7.738000,75.000000,130.000000,90.000000,A_feed_only,E1-E2,-81.639322,-81.639322,-20.376676,-23.902260,True
7.738000,75.000000,135.000000,90.000000,A_feed_only,E1-E2,-114.173197,-114.173197,-20.905285,-24.209568,True
7.738000,75.000000,140.000000,90.000000,A_feed_only,E1-E2,-144.629504,-144.629504,-20.063279,-24.102377,True
7.738000,75.000000,145.000000,90.000000,A_feed_only,E1-E2,-165.619981,-165.619981,-18.380887,-23.768383,True
7.738000,75.000000,150.000000,90.000000,A_feed_only,E1-E2,-176.755866,-176.755866,-16.675355,-23.393786,True
7.738000,75.000000,155.000000,90.000000,A_feed_only,E1-E2,179.282225,-180.717775,-15.315655,-23.081877,True
7.738000,75.000000,160.000000,90.000000,A_feed_only,E1-E2,179.914493,-180.085507,-14.385411,-22.864544,True
7.738000,75.000000,165.000000,90.000000,A_feed_only,E1-E2,-176.972714,-176.972714,-13.867756,-22.746416,True
7.738000,75.000000,170.000000,90.000000,A_feed_only,E1-E2,-173.193665,-173.193665,-13.713261,-22.744253,True
7.738000,75.000000,175.000000,90.000000,A_feed_only,E1-E2,-170.326944,-170.326944,-13.862365,-22.900571,True
7.738000,75.000000,180.000000,90.000000,A_feed_only,E1-E2,-169.742995,-169.742995,-14.256682,-23.263339,True
7.738000,75.000000,185.000000,90.000000,A_feed_only,E1-E2,-172.700708,-172.700708,-14.848649,-23.834306,True
7.738000,75.000000,190.000000,90.000000,A_feed_only,E1-E2,179.651365,-180.348635,-15.610264,-24.477443,True
7.738000,75.000000,195.000000,90.000000,A_feed_only,E1-E2,167.092069,-192.907931,-16.538984,-24.807358,True
7.738000,75.000000,200.000000,90.000000,A_feed_only,E1-E2,152.402131,-207.597869,-17.658497,-24.324213,True
