freq_ghz,phi_deg,linear_pol_deg,channel_set,baseline,valid_percent,pdoa_span_deg,pdoa_start_deg,pdoa_end_deg,mean_abs_slope_deg_per_deg,slope_std_deg_per_deg,monotonic_segment_percent,min_pair_mag_rel_db,rms_bias_vs_pol0_deg,mean_abs_bias_vs_pol0_deg,max_abs_bias_vs_pol0_deg
7.738000,75.000000,45.000000,B_feed_only,E3-E4,100.000000,360.000000,-9.541737,350.458263,1.404800,1.696346,68.055556,-25.652996,128.125153,121.004794,179.461973
7.738000,75.000000,90.000000,B_feed_only,E3-E4,100.000000,310.625848,-13.340845,-13.340845,1.791110,2.272567,56.944444,-23.426445,134.984322,131.068146,175.816800
7.738000,75.000000,135.000000,B_feed_only,E3-E4,100.000000,492.218058,-173.438848,-533.438848,1.931774,2.347749,59.722222,-22.889352,72.601128,51.349340,179.920684
7.738000,75.000000,0.000000,B_feed_only,E4-E1,100.000000,621.686711,-11.064515,348.935485,2.747897,3.669434,54.166667,-29.584291,0.000000,0.000000,0.000000
7.738000,75.000000,45.000000,B_feed_only,E4-E1,100.000000,649.312412,-169.232259,190.767741,2.607291,3.257453,51.388889,-24.110495,124.602896,113.211234,177.178597
7.738000,75.000000,90.000000,B_feed_only,E4-E1,100.000000,241.987074,-162.848675,-162.848675,2.118282,2.638671,55.555556,-24.939087,124.602861,116.021768,179.985858
7.738000,75.000000,135.000000,B_feed_only,E4-E1,100.000000,360.000000,-8.503050,-368.503050,1.895015,2.141535,76.388889,-22.889352,64.363267,44.656220,173.594735
7.738000,90.000000,0.000000,B_feed_only,E1-E3,100.000000,43.739894,179.461809,179.461809,0.395124,0.818535,77.777778,-24.781492,0.000000,0.000000,0.000000
7.738000,90.000000,45.000000,B_feed_only,E1-E3,100.000000,288.202691,178.315097,178.315097,1.693681,3.179559,65.277778,-34.354225,57.254693,31.697453,160.415865
7.738000,90.000000,90.000000,B_feed_only,E1-E3,100.000000,912.286605,-175.339070,544.660930,3.068259,4.674589,88.888889,-19.627485,119.394576,110.780761,178.276868
7.738000,90.000000,135.000000,B_feed_only,E1-E3,100.000000,720.000000,-179.180423,540.819577,2.000000,2.260685,100.000000,-25.791788,64.973664,42.028771,175.097336
7.738000,90.000000,0.000000,B_feed_only,E2-E4,98.630137,796.680991,173.387857,-186.612143,3.873513,4.895143,66.197183,-41.546767,0.000000,0.000000,0.000000
7.738000,90.000000,45.000000,B_feed_only,E2-E4,100.000000,514.492002,178.945939,178.945939,2.858289,3.339131,50.000000,-17.246906,84.993754,69.590368,171.890529
7.738000,90.000000,90.000000,B_feed_only,E2-E4,100.000000,486.569755,177.838518,177.838518,2.730497,3.336504,55.555556,-17.561508,87.470723,70.733753,162.433853
7.738000,90.000000,135.000000,B_feed_only,E2-E4,100.000000,463.403677,176.806222,176.806222,2.890939,3.503757,56.944444,-20.711705,91.094497,71.475426,179.271770
7.738000,90.000000,0.000000,B_feed_only,E1-E2,95.890411,304.529354,-110.515772,-110.515772,2.147426,2.942023,52.173913,-57.078833,0.000000,0.000000,0.000000
7.738000,90.000000,45.000000,B_feed_only,E1-E2,100.000000,323.071311,-8.732370,-8.732370,1.991840,3.264763,59.722222,-34.334613,112.598866,106.320234,178.334830
7.738000,90.000000,90.000000,B_feed_only,E1-E2,100.000000,593.650400,-62.888684,297.111316,2.330563,3.268363,69.444444,-31.078486,91.448469,74.966553,179.277654
7.738000,90.000000,135.000000,B_feed_only,E1-E2,100.000000,570.658718,-170.535154,189.464846,2.224570,3.057170,52.777778,-24.231948,83.653709,67.000945,175.265830
7.738000,90.000000,0.000000,B_feed_only,E2-E3,95.890411,297.710444,-70.022418,-70.022418,1.990548,2.750315,50.724638,-57.179306,0.000000,0.000000,0.000000
7.738000,90.000000,45.000000,B_feed_only,E2-E3,100.000000,363.528284,-172.952533,-172.952533,2.019602,2.642798,65.277778,-29.599747,99.103037,85.299663,177.004454
7.738000,90.000000,90.000000,B_feed_only,E2-E3,100.000000,402.878004,-112.450387,247.549613,2.362461,3.506335,59.722222,-32.648248,83.697001,68.525093,177.910009
7.738000,90.000000,135.000000,B_feed_only,E2-E3,100.000000,360.000000,-8.645270,351.354730,1.795299,2.243150,73.611111,-25.791788,59.077740,51.997893,177.933319
7.738000,90.000000,0.000000,B_feed_only,E3-E4,95.890411,270.640354,-116.589725,-116.589725,2.207920,2.962429,53.623188,-40.212859,0.000000,0.000000,0.000000
7.738000,90.000000,45.000000,B_feed_only,E3-E4,100.000000,320.948681,-8.101528,-8.101528,2.007553,2.994443,58.333333,-29.599747,114.141586,108.811655,178.026025
7.738000,90.000000,90.000000,B_feed_only,E3-E4,100.000000,599.028673,-69.711095,-429.711095,2.397032,3.580516,68.055556,-32.565455,90.619158,75.991032,178.925284
7.738000,90.000000,135.000000,B_feed_only,E3-E4,100.000000,568.533492,-174.548508,-534.548508,2.231459,3.059876,52.777778,-25.791788,81.129884,66.504439,176.039871
7.738000,90.000000,0.000000,B_feed_only,E4-E1,95.890411,268.504892,-62.872084,-62.872084,2.110825,2.981688,53.623188,-40.112386,0.000000,0.000000,0.000000
7.738000,90.000000,45.000000,B_feed_only,E4-E1,100.000000,369.375871,-170.213569,-170.213569,2.058312,2.937773,62.500000,-34.334613,101.332378,89.506900,178.733302
7.738000,90.000000,90.000000,B_feed_only,E4-E1,100.000000,378.170466,-114.949835,-474.949835,2.190692,3.162692,61.111111,-30.995694,87.002652,71.714533,176.253912
7.738000,90.000000,135.000000,B_feed_only,E4-E1,100.000000,360.000000,-6.271068,-366.271068,1.711148,2.062454,73.611111,-24.231948,64.462517,57.048738,174.156749
7.738000,45.000000,0.000000,dualfeed_quadrature_minus90,E1-E3,100.000000,720.000000,-178.766438,541.233562,2.290466,2.484201,84.722222,-18.722401,0.000000,0.000000,0.000000
7.738000,45.000000,45.000000,dualfeed_quadrature_minus90,E1-E3,97.260274,720.000000,179.228719,899.228719,1.857746,2.585659,75.714286,-38.793784,43.653008,30.878139,124.671087
7.738000,45.000000,90.000000,dualfeed_quadrature_minus90,E1-E3,100.000000,720.000000,178.782974,898.782974,2.002122,1.141386,97.222222,-17.537003,82.812221,66.255334,136.169509
7.738000,45.000000,135.000000,dualfeed_quadrature_minus90,E1-E3,100.000000,720.000000,179.872886,899.872886,2.532145,2.220875,81.944444,-20.992085,40.238521,32.605087,77.357822
7.738000,45.000000,0.000000,dualfeed_quadrature_minus90,E2-E4,100.000000,604.475417,177.689799,177.689799,3.358570,5.511685,62.500000,-32.945070,0.000000,0.000000,0.000000
7.738000,45.000000,45.000000,dualfeed_quadrature_minus90,E2-E4,97.260274,436.309530,178.629162,538.629162,2.331022,3.399063,80.000000,-44.332518,66.544662,45.054265,171.514889
7.738000,45.000000,90.000000,dualfeed_quadrature_minus90,E2-E4,100.000000,269.021952,179.772374,179.772374,2.124692,2.410668,50.000000,-18.083932,76.175643,54.986563,173.941405
7.738000,45.000000,135.000000,dualfeed_quadrature_minus90,E2-E4,100.000000,962.347398,178.019609,-541.980391,3.346374,4.674712,62.500000,-27.556413,45.861686,37.022870,121.127643
7.738000,45.000000,0.000000,dualfeed_quadrature_minus90,E1-E2,100.000000,495.537434,-77.022404,282.977596,2.007497,4.135568,58.333333,-32.022398,0.000000,0.000000,0.000000
7.738000,45.000000,45.000000,dualfeed_quadrature_minus90,E1-E2,97.260274,476.318513,-109.810710,250.189290,1.380462,2.819780,55.714286,-44.332518,49.371972,39.660876,136.905562
7.738000,45.000000,90.000000,dualfeed_quadrature_minus90,E1-E2,100.000000,374.859451,-102.780267,257.219733,1.232993,1.121056,79.166667,-19.121101,71.427454,60.551782,158.499549
7.738000,45.000000,135.000000,dualfeed_quadrature_minus90,E1-E2,100.000000,720.000000,-70.049587,649.950413,2.040142,3.315666,90.277778,-28.403832,40.790759,30.700422,131.374387
7.738000,45.000000,0.000000,dualfeed_quadrature_minus90,E2-E3,100.000000,360.000000,-101.744034,258.255966,2.050134,3.413543,69.444444,-32.022398,0.000000,0.000000,0.000000
7.738000,45.000000,45.000000,dualfeed_quadrature_minus90,E2-E3,95.890411,392.491491,-70.960571,289.039429,1.710277,2.701242,85.507246,-44.332518,50.275467,36.033177,161.937208
7.738000,45.000000,90.000000,dualfeed_quadrature_minus90,E2-E3,100.000000,360.000000,-78.436759,281.563241,1.624501,1.604397,68.055556,-19.149075,66.052026,46.636356,169.796537
7.738000,45.000000,135.000000,dualfeed_quadrature_minus90,E2-E3,100.000000,324.360275,-110.077527,-110.077527,2.120864,3.093557,59.722222,-28.296751,43.148198,26.297717,155.671482
7.738000,45.000000,0.000000,dualfeed_quadrature_minus90,E3-E4,100.000000,503.082081,-80.566167,-440.566167,2.055789,4.301675,61.111111,-32.753360,0.000000,0.000000,0.000000
7.738000,45.000000,45.000000,dualfeed_quadrature_minus90,E3-E4,95.890411,373.030057,-110.410267,249.589733,1.250419,2.619476,66.666667,-41.672419,50.595679,39.747735,150.453826
7.738000,45.000000,90.000000,dualfeed_quadrature_minus90,E3-E4,100.000000,377.064665,-101.790867,-461.790867,1.275325,1.188105,79.166667,-18.404514,69.576395,58.061222,149.296289
7.738000,45.000000,135.000000,dualfeed_quadrature_minus90,E3-E4,100.000000,721.163026,-71.902864,-791.902864,2.044830,3.481871,87.500000,-29.484065,39.935000,30.249754,129.748608
7.738000,45.000000,0.000000,dualfeed_quadrature_minus90,E4-E1,100.000000,360.000000,-100.667395,-460.667395,2.085070,3.546838,69.444444,-32.753360,0.000000,0.000000,0.000000
7.738000,45.000000,45.000000,dualfeed_quadrature_minus90,E4-E1,97.260274,720.000000,-68.818452,-788.818452,1.923531,2.772904,82.857143,-41.672419,52.331770,37.374352,166.756015
7.738000,45.000000,90.000000,dualfeed_quadrature_minus90,E4-E1,100.000000,360.000000,-76.992107,-436.992107,1.669685,1.661716,69.444444,-18.376540,67.307473,47.573027,172.881130
7.738000,45.000000,135.000000,dualfeed_quadrature_minus90,E4-E1,100.000000,328.503331,-107.970022,-107.970022,2.178755,3.346610,59.722222,-29.591146,43.366966,26.392569,148.773904
7.738000,60.000000,0.000000,dualfeed_quadrature_minus90,E1-E3,100.000000,720.000000,-179.107151,540.892849,2.023320,2.322362,91.666667,-16.153454,0.000000,0.000000,0.000000
7.738000,60.000000,45.000000,dualfeed_quadrature_minus90,E1-E3,97.260274,720.000000,178.788835,898.788835,1.620344,2.680069,92.857143,-36.828246,36.791174,27.524506,97.795239
7.738000,60.000000,90.000000,dualfeed_quadrature_minus90,E1-E3,100.000000,720.000000,179.035648,899.035648,2.000000,1.752099,100.000000,-26.237076,80.850911,57.759387,139.771675
7.738000,60.000000,135.000000,dualfeed_quadrature_minus90,E1-E3,100.000000,720.000000,-179.576161,540.423839,2.086021,1.724731,88.888889,-19.038840,32.451543,25.609822,57.345958
7.738000,60.000000,0.000000,dualfeed_quadrature_minus90,E2-E4,100.000000,591.647995,177.909798,177.909798,3.286933,4.074800,63.888889,-19.436990,0.000000,0.000000,0.000000
7.738000,60.000000,45.000000,dualfeed_quadrature_minus90,E2-E4,97.260274,467.022993,179.102054,539.102054,2.728700,3.803171,74.285714,-39.709334,46.439476,28.764126,146.683574
7.738000,60.000000,90.000000,dualfeed_quadrature_minus90,E2-E4,100.000000,375.126673,179.442942,179.442942,2.468910,2.905956,52.777778,-19.770139,87.501284,61.310110,179.190146
7.738000,60.000000,135.000000,dualfeed_quadrature_minus90,E2-E4,100.000000,353.891374,177.668719,177.668719,3.469199,4.857077,50.000000,-27.295082,59.805610,44.109377,166.191554
7.738000,60.000000,0.000000,dualfeed_quadrature_minus90,E1-E2,100.000000,532.409944,-88.816661,271.183339,2.022432,3.241985,56.944444,-19.382226,0.000000,0.000000,0.000000
7.738000,60.000000,45.000000,dualfeed_quadrature_minus90,E1-E2,97.260274,547.783329,-113.159670,246.840330,1.652116,3.133342,70.000000,-39.402591,39.308733,27.800762,143.268320
7.738000,60.000000,90.000000,dualfeed_quadrature_minus90,E1-E2,100.000000,447.074802,-90.787577,269.212423,1.495143,2.045861,61.111111,-26.237076,73.710671,54.586292,164.413444
7.738000,60.000000,135.000000,dualfeed_quadrature_minus90,E1-E2,100.000000,441.791995,-66.865931,293.134069,2.021221,3.037811,62.500000,-28.070246,46.831650,33.542659,179.120149
7.738000,60.000000,0.000000,dualfeed_quadrature_minus90,E2-E3,100.000000,360.000000,-90.290491,269.709509,1.793208,1.998661,79.166667,-19.382226,0.000000,0.000000,0.000000
7.738000,60.000000,45.000000,dualfeed_quadrature_minus90,E2-E3,97.260274,369.804867,-68.051494,291.948506,1.747479,2.835152,85.714286,-39.402591,36.596770,28.096283,116.846969
7.738000,60.000000,90.000000,dualfeed_quadrature_minus90,E2-E3,100.000000,360.000000,-90.176775,269.823225,1.671852,1.838834,70.833333,-25.111254,56.492977,38.156802,131.116609
7.738000,60.000000,135.000000,dualfeed_quadrature_minus90,E2-E3,100.000000,421.967950,-112.710230,247.289770,2.426910,3.701944,68.055556,-28.085910,51.140220,30.913956,177.974402
7.738000,60.000000,0.000000,dualfeed_quadrature_minus90,E3-E4,100.000000,533.877544,-91.799712,-451.799712,2.024484,3.309909,56.944444,-19.222982,0.000000,0.000000,0.000000
7.738000,60.000000,45.000000,dualfeed_quadrature_minus90,E3-E4,97.260274,367.742906,-112.846451,-112.846451,1.640015,3.264954,74.285714,-39.466798,41.891304,28.795996,150.128505
7.738000,60.000000,90.000000,dualfeed_quadrature_minus90,E3-E4,100.000000,451.826583,-90.380283,-450.380283,1.541718,1.999113,59.722222,-25.111254,73.819584,54.309369,171.157337
7.738000,60.000000,135.000000,dualfeed_quadrature_minus90,E3-E4,100.000000,441.981262,-69.621051,-429.621051,2.008498,2.934202,62.500000,-27.008826,46.892217,33.455071,173.209135
7.738000,60.000000,0.000000,dualfeed_quadrature_minus90,E4-E1,100.000000,360.000000,-89.093137,-449.093137,1.836020,2.084623,80.555556,-19.222982,0.000000,0.000000,0.000000
7.738000,60.000000,45.000000,dualfeed_quadrature_minus90,E4-E1,97.260274,720.000000,-65.942384,-785.942384,1.837435,2.877367,88.571429,-39.466798,37.586405,28.258555,132.355788
7.738000,60.000000,90.000000,dualfeed_quadrature_minus90,E4-E1,100.000000,360.000000,-88.655365,-448.655365,1.700801,1.949833,72.222222,-26.237076,56.417982,38.051431,130.238748
7.738000,60.000000,135.000000,dualfeed_quadrature_minus90,E4-E1,100.000000,416.221440,-110.802788,-470.802788,2.400243,3.521708,68.055556,-26.993162,51.744310,31.179156,175.260238
7.738000,75.000000,0.000000,dualfeed_quadrature_minus90,E1-E3,100.000000,720.000000,-179.965240,540.034760,2.000000,2.141964,100.000000,-13.955298,0.000000,0.000000,0.000000
7.738000,75.000000,45.000000,dualfeed_quadrature_minus90,E1-E3,100.000000,720.000000,178.676873,898.676873,2.000000,2.427082,100.000000,-26.562439,21.048191,17.023685,58.234864
7.738000,75.000000,90.000000,dualfeed_quadrature_minus90,E1-E3,100.000000,720.000000,179.402963,899.402963,2.000000,1.660908,100.000000,-23.752354,55.768912,39.075754,116.347564
7.738000,75.000000,135.000000,dualfeed_quadrature_minus90,E1-E3,100.000000,720.000000,-179.036593,540.963407,2.000000,1.578555,100.000000,-17.985608,21.803911,15.999722,43.646656
7.738000,75.000000,0.000000,dualfeed_quadrature_minus90,E2-E4,100.000000,595.489554,178.225708,178.225708,3.308275,4.491287,63.888889,-23.859425,0.000000,0.000000,0.000000
7.738000,75.000000,45.000000,dualfeed_quadrature_minus90,E2-E4,100.000000,555.932435,179.560934,179.560934,3.088514,3.640842,61.111111,-26.000004,34.055715,22.444423,73.328852
7.738000,75.000000,90.000000,dualfeed_quadrature_minus90,E2-E4,100.000000,441.468209,178.691316,178.691316,2.644154,3.087319,54.166667,-17.752205,95.591777,66.267991,175.059721
7.738000,75.000000,135.000000,dualfeed_quadrature_minus90,E2-E4,98.630137,469.611071,177.590170,537.590170,3.296118,4.752500,60.563380,-36.794303,50.436420,35.167657,168.363946
7.738000,75.000000,0.000000,dualfeed_quadrature_minus90,E1-E2,100.000000,563.237168,-101.067365,258.932635,2.154366,3.568068,56.944444,-22.867543,0.000000,0.000000,0.000000
7.738000,75.000000,45.000000,dualfeed_quadrature_minus90,E1-E2,100.000000,564.014433,-110.750768,249.249232,2.133414,2.976981,58.333333,-26.610709,30.612254,19.153255,122.087407
7.738000,75.000000,90.000000,dualfeed_quadrature_minus90,E1-E2,100.000000,525.341779,-78.575706,281.424294,1.918565,2.263692,58.333333,-23.322357,67.509552,44.131195,173.956341
7.738000,75.000000,135.000000,dualfeed_quadrature_minus90,E1-E2,98.630137,244.144730,-69.253992,-69.253992,1.813983,2.645759,52.112676,-36.794303,34.451215,26.178923,154.730053
7.738000,75.000000,0.000000,dualfeed_quadrature_minus90,E2-E3,100.000000,360.000000,-78.897875,281.102125,1.910515,2.274382,84.722222,-22.867543,0.000000,0.000000,0.000000
7.738000,75.000000,45.000000,dualfeed_quadrature_minus90,E2-E3,100.000000,360.000000,-70.572359,289.427641,1.741013,1.985180,81.944444,-26.388238,26.848648,20.802712,74.729160
7.738000,75.000000,90.000000,dualfeed_quadrature_minus90,E2-E3,100.000000,360.000000,-102.021332,257.978668,1.319892,1.240343,75.000000,-23.716733,52.298527,35.173151,145.081925
7.738000,75.000000,135.000000,dualfeed_quadrature_minus90,E2-E3,98.630137,720.000000,-109.782601,610.217399,2.186245,2.781055,83.098592,-36.794303,40.064899,25.586975,171.523622
7.738000,75.000000,0.000000,dualfeed_quadrature_minus90,E3-E4,100.000000,565.433751,-102.876417,-462.876417,2.167636,3.621723,56.944444,-23.516749,0.000000,0.000000,0.000000
7.738000,75.000000,45.000000,dualfeed_quadrature_minus90,E3-E4,100.000000,562.305579,-109.866707,-469.866707,2.123920,2.989005,58.333333,-26.339969,31.924162,19.778589,128.876374
7.738000,75.000000,90.000000,dualfeed_quadrature_minus90,E3-E4,100.000000,524.069881,-79.287353,-439.287353,1.911499,2.266762,59.722222,-23.716733,68.014156,44.980414,178.676809
7.738000,75.000000,135.000000,dualfeed_quadrature_minus90,E3-E4,100.000000,517.222550,-72.627229,-432.627229,2.209491,3.546336,55.555556,-31.754852,41.972901,29.432042,172.760313
7.738000,75.000000,0.000000,dualfeed_quadrature_minus90,E4-E1,100.000000,360.000000,-77.158343,-437.158343,1.954054,2.390094,84.722222,-23.516749,0.000000,0.000000,0.000000
7.738000,75.000000,45.000000,dualfeed_quadrature_minus90,E4-E1,100.000000,360.000000,-68.810166,-428.810166,1.782083,2.114168,81.944444,-26.472945,27.510074,21.249486,74.849751
7.738000,75.000000,90.000000,dualfeed_quadrature_minus90,E4-E1,100.000000,360.000000,-100.115610,-460.115610,1.272655,1.199412,77.777778,-23.322357,53.167113,35.254047,148.519340
7.738000,75.000000,135.000000,dualfeed_quadrature_minus90,E4-E1,100.000000,418.829803,-108.336178,-468.336178,2.410713,3.751917,73.611111,-31.754852,45.090480,28.665000,170.232015
7.738000,90.000000,0.000000,dualfeed_quadrature_minus90,E1-E3,100.000000,720.000000,179.228719,899.228719,2.000000,2.078991,100.000000,-14.284845,0.000000,0.000000,0.000000
7.738000,90.000000,45.000000,dualfeed_quadrature_minus90,E1-E3,100.000000,734.701446,178.782974,898.782974,2.081675,2.208493,86.111111,-20.857843,14.484312,11.102969,42.226434
7.738000,90.000000,90.000000,dualfeed_quadrature_minus90,E1-E3,100.000000,739.269601,179.872886,899.872886,2.107053,1.917595,86.111111,-20.289957,24.364790,17.714275,55.307645
7.738000,90.000000,135.000000,dualfeed_quadrature_minus90,E1-E3,100.000000,720.053910,-178.766438,541.233562,2.000300,1.939092,98.611111,-15.352719,8.388272,5.602846,22.068004
7.738000,90.000000,0.000000,dualfeed_quadrature_minus90,E2-E4,100.000000,581.699618,178.629162,178.629162,3.231665,6.314258,63.888889,-32.321266,0.000000,0.000000,0.000000
7.738000,90.000000,45.000000,dualfeed_quadrature_minus90,E2-E4,100.000000,552.435367,179.772374,179.772374,3.069085,3.620584,58.333333,-18.843763,32.157355,19.555173,111.809225
7.738000,90.000000,90.000000,dualfeed_quadrature_minus90,E2-E4,100.000000,485.097417,178.019609,178.019609,2.721060,3.295937,55.555556,-17.009956,81.857905,53.021441,178.197745
7.738000,90.000000,135.000000,dualfeed_quadrature_minus90,E2-E4,100.000000,720.000000,177.689799,897.689799,2.232591,2.161263,79.166667,-21.951794,32.795115,21.481932,115.356040
7.738000,90.000000,0.000000,dualfeed_quadrature_minus90,E1-E2,100.000000,322.810373,-109.810710,-109.810710,2.264740,4.863320,61.111111,-29.667172,0.000000,0.000000,0.000000
7.738000,90.000000,45.000000,dualfeed_quadrature_minus90,E1-E2,100.000000,593.916049,-102.780267,257.219733,2.299534,2.913188,51.388889,-20.800370,29.471327,14.600262,137.824256
7.738000,90.000000,90.000000,dualfeed_quadrature_minus90,E1-E2,100.000000,576.682935,-70.049587,289.950413,2.203794,2.585922,58.333333,-20.247259,56.020945,37.240359,177.903338
7.738000,90.000000,135.000000,dualfeed_quadrature_minus90,E1-E2,100.000000,268.690808,-77.022404,-77.022404,1.660416,2.187107,61.111111,-19.078857,26.797321,20.734371,118.277234
7.738000,90.000000,0.000000,dualfeed_quadrature_minus90,E2-E3,100.000000,360.000000,-70.960571,289.039429,2.153341,3.861123,88.888889,-29.667172,0.000000,0.000000,0.000000
7.738000,90.000000,45.000000,dualfeed_quadrature_minus90,E2-E3,100.000000,360.000000,-78.436759,281.563241,1.588641,1.434058,83.333333,-20.584096,26.465914,16.653410,110.962367
7.738000,90.000000,90.000000,dualfeed_quadrature_minus90,E2-E3,100.000000,360.000000,-110.077527,249.922473,1.220610,0.999115,83.333333,-19.077601,56.913288,38.746470,179.435398
7.738000,90.000000,135.000000,dualfeed_quadrature_minus90,E2-E3,100.000000,720.000000,-101.744034,618.255966,2.264918,2.218807,91.666667,-19.078857,29.047349,21.636442,122.482545
7.738000,90.000000,0.000000,dualfeed_quadrature_minus90,E3-E4,100.000000,325.982485,-110.410267,-110.410267,2.249008,4.729469,59.722222,-32.015911,0.000000,0.000000,0.000000
7.738000,90.000000,45.000000,dualfeed_quadrature_minus90,E3-E4,100.000000,593.321667,-101.790867,-461.790867,2.296231,2.942029,51.388889,-20.584096,31.495666,16.340887,152.404768
7.738000,90.000000,90.000000,dualfeed_quadrature_minus90,E3-E4,100.000000,571.500246,-71.902864,-431.902864,2.175001,2.535173,58.333333,-19.077601,55.650260,37.552728,168.417032
7.738000,90.000000,135.000000,dualfeed_quadrature_minus90,E3-E4,100.000000,271.314712,-80.566167,-80.566167,1.751652,2.319340,56.944444,-21.789880,26.426966,20.909796,108.692347
7.738000,90.000000,0.000000,dualfeed_quadrature_minus90,E4-E1,100.000000,360.000000,-68.818452,-428.818452,2.192569,4.051784,88.888889,-32.015911,0.000000,0.000000,0.000000
7.738000,90.000000,45.000000,dualfeed_quadrature_minus90,E4-E1,100.000000,360.000000,-76.992107,-436.992107,1.614725,1.488443,81.944444,-20.800370,26.870468,17.100112,113.945578
7.738000,90.000000,90.000000,dualfeed_quadrature_minus90,E4-E1,100.000000,360.000000,-107.970022,-467.970022,1.193742,0.975027,86.111111,-20.247259,58.737104,39.144901,179.037679
7.738000,90.000000,135.000000,dualfeed_quadrature_minus90,E4-E1,100.000000,720.000000,-100.667395,-820.667395,2.235028,2.307793,90.277778,-21.789880,29.005043,22.183985,114.521213
7.985500,45.000000,0.000000,A_feed_only,E1-E3,100.000000,601.223134,-179.770168,-179.770168,3.340129,5.394120,63.888889,-27.860039,0.000000,0.000000,0.000000
7.985500,45.000000,45.000000,A_feed_only,E1-E3,100.000000,416.028371,176.710606,176.710606,3.861868,5.487023,59.722222,-25.387171,65.211416,48.863165,175.678586
7.985500,45.000000,90.000000,A_feed_only,E1-E3,100.000000,371.807936,178.401914,178.401914,2.103349,3.085401,55.555556,-29.601653,90.936451,62.660670,178.776855
7.985500,45.000000,135.000000,A_feed_only,E1-E3,98.630137,551.757138,179.352129,179.352129,2.971590,5.067685,76.056338,-35.511121,34.806595,22.110900,121.373414
7.985500,45.000000,0.000000,A_feed_only,E2-E4,100.000000,720.000000,177.786822,897.786822,2.939668,4.373643,79.166667,-32.084769,0.000000,0.000000,0.000000
7.985500,45.000000,45.000000,A_feed_only,E2-E4,98.630137,360.000000,178.947909,538.947909,2.706135,3.789394,80.281690,-35.242245,26.927866,14.651774,122.138296
7.985500,45.000000,90.000000,A_feed_only,E2-E4,100.000000,720.000000,179.869830,899.869830,2.041563,2.166020,91.666667,-31.794628,73.728278,47.234142,177.661888
7.985500,45.000000,135.000000,A_feed_only,E2-E4,100.000000,269.795805,171.351640,171.351640,3.624053,6.238069,63.888889,-32.685895,78.991344,61.149753,173.216708
7.985500,45.000000,0.000000,A_feed_only,E1-E2,100.000000,118.676940,16.652858,16.652858,0.838460,2.681382,50.000000,-30.448261,0.000000,0.000000,0.000000
7.985500,45.000000,45.000000,A_feed_only,E1-E2,100.000000,426.987678,92.297175,-267.702825,2.288572,3.678140,69.444444,-32.649850,73.825403,63.803678,179.886835
7.985500,45.000000,90.000000,A_feed_only,E1-E2,100.000000,360.907702,160.830878,-199.169122,1.057746,3.101070,83.333333,-31.898204,144.729170,142.286293,176.259319
7.985500,45.000000,135.000000,A_feed_only,E1-E2,94.520548,469.665866,83.895749,83.895749,2.499279,4.340057,76.470588,-42.879894,65.232729,57.562241,163.938587
7.985500,45.000000,0.000000,A_feed_only,E2-E3,100.000000,360.000000,163.576974,523.576974,3.057294,4.600403,70.833333,-30.448261,0.000000,0.000000,0.000000
7.985500,45.000000,45.000000,A_feed_only,E2-E3,98.630137,424.824081,84.413431,444.413431,2.771320,3.959212,59.154930,-35.087158,75.383145,62.438580,176.997860
7.985500,45.000000,90.000000,A_feed_only,E2-E3,100.000000,360.000000,17.571036,377.571036,2.065250,2.865147,70.833333,-32.042878,121.796801,109.886073,171.703054
7.985500,45.000000,135.000000,A_feed_only,E2-E3,95.890411,391.269444,95.456380,95.456380,2.590737,4.745457,55.072464,-42.972950,61.627588,50.669633,140.749560
7.985500,45.000000,0.000000,A_feed_only,E3-E4,100.000000,125.509297,14.209848,14.209848,0.966662,3.390728,51.388889,-32.084769,0.000000,0.000000,0.000000
7.985500,45.000000,45.000000,A_feed_only,E3-E4,97.260274,435.360361,94.534479,454.534479,2.073063,3.290724,74.285714,-35.242245,77.881893,67.488506,179.823566
7.985500,45.000000,90.000000,A_feed_only,E3-E4,100.000000,360.000000,162.298793,522.298793,1.069099,2.905344,84.722222,-29.333375,148.478330,146.145281,177.756534
7.985500,45.000000,135.000000,A_feed_only,E3-E4,97.260274,471.366846,75.895260,75.895260,2.646413,4.300472,75.714286,-40.933941,67.289154,58.836251,170.190888
7.985500,45.000000,0.000000,A_feed_only,E4-E1,100.000000,360.000000,165.560320,-194.439680,3.083107,5.214036,70.833333,-32.084769,0.000000,0.000000,0.000000
7.985500,45.000000,45.000000,A_feed_only,E4-E1,98.630137,417.738233,88.754915,-271.245085,2.738704,4.025424,60.563380,-35.242245,75.602289,63.101135,168.080069
7.985500,45.000000,90.000000,A_feed_only,E4-E1,100.000000,360.000000,19.299292,-340.700708,2.011006,2.702728,75.000000,-29.456978,123.692204,111.800786,171.452799
7.985500,45.000000,135.000000,A_feed_only,E4-E1,95.890411,377.662935,104.752611,104.752611,2.511688,4.142466,52.173913,-40.840886,65.304440,52.495745,174.753147
7.985500,60.000000,0.000000,A_feed_only,E1-E3,100.000000,577.285745,-179.242279,-179.242279,3.207143,4.691280,61.111111,-30.088798,0.000000,0.000000,0.000000
7.985500,60.000000,45.000000,A_feed_only,E1-E3,100.000000,555.763050,176.285781,-183.714219,2.858439,4.953761,59.722222,-34.213931,69.274257,51.500902,179.063742
